Exchange,Rank,Name
Bitvavo,200,Frax FXS
Bitvavo,203,io.net IO
Bitvavo,204,Yearn Finance YFI
Bitvavo,209,UMA UMA
Bitvavo,210,Band Protocol BAND
Bitvavo,212,Tellor TRB
Bitvavo,213,Harmony ONE
Bitvavo,214,Open Campus EDU
Bitvavo,216,SPACE ID ID
Bitvavo,217,Loopring LRC
Bitvavo,220,Chromia CHR
Bitvavo,221,SushiSwap SUSHI
Bitvavo,223,ZetaChain ZETA
Bitvavo,224,Moonbeam GLMR
Bitvavo,225,Alchemy Pay ACH
Bitvavo,226,Ontology ONT
Bitvavo,228,Flexa AMP
Bitvavo,233,ArcBlock ABT
Bitvavo,234,Vanar VANRY
Bitvavo,235,Audius AUDIO
Bitvavo,238,ICON ICX
Bitvavo,240,Storj STORJ
Bitvavo,241,Yield Guild Games YGG
Bitvavo,242,COTI COTI
Bitvavo,244,Taiko TAIKO
Bitvavo,247,API3 API3
Bitvavo,248,Kadena KDA
Bitvavo,248,Solar SXP
Bitvavo,249,Swipe SXP
Bitvavo,251,XAI XAI
Bitvavo,254,Balancer BAL
Bitvavo,257,Lisk LSK
Bitvavo,263,WAX WAXP
Bitvavo,268,DigiByte DGB
Bitvavo,269,Pixels PIXEL
Bitvavo,273,Cartesi CTSI
Bitvavo,274,Orca ORCA
Bitvavo,274,Powerledger POWR
Bitvavo,275,TrueFi TRU
Bitvavo,277,Treasure DAO MAGIC
Bitvavo,283,Marlin POND
Bitvavo,284,AltLayer ALT
Bitvavo,286,Coin98 Finance C98
Bitvavo,287,iExec RLC
Bitvavo,289,Nano XNO
Bitvavo,292,IQ.wiki IQ
Bitvavo,295,Prom PROM
Bitvavo,299,Pundi X PUNDIX
Bitvavo,301,Fusionist ACE
Bitvavo,302,IOST IOST
Bitvavo,303,Gains Network GNS
Bitvavo,306,Bounce Finance AUCTION
Bitvavo,317,Lista DAO LISTA
Bitvavo,320,Dusk DUSK
Bitvavo,321,Stratis STRAX
Bitvavo,322,Celer Network CELR
Bitvavo,323,Numerai NMR
Bitvavo,325,StormX STMX
Bitvavo,327,My Neighbor Alice ALICE
Bitvavo,330,Mines of Dalarnia DAR
Bitvavo,332,Status SNT
Bitvavo,333,Radiant Capital RDNT
Bitvavo,342,Shentu Chain CTK
Bitvavo,344,Big Time BIGTIME
Bitvavo,345,Kyber Network KNC
Bitvavo,350,Hooked Protocol HOOK
Bitvavo,353,Phala Network PHA
Bitvavo,357,Moonriver MOVR
Bitvavo,360,Dent DENT
Bitvavo,362,Omni Network OMNI
Bitvavo,363,XYO XYO
Bitvavo,366,Cyber CYBER
Bitvavo,367,Civic CVC
Bitvavo,372,DODO DODO
Bitvavo,376,Portal PORTAL
Bitvavo,377,Synapse SYN
Bitvavo,379,Request Network REQ
Bitvavo,382,Hashflow HFT
Bitvavo,386,Stargate Finance STG
Bitvavo,387,Syscoin SYS
Bitvavo,388,Vulcan Forged PYR
Bitvavo,389,Bancor BNT
Bitvavo,393,Loom Network LOOM
Bitvavo,394,Hifi Finance HIFI
Bitvavo,395,Liquity LQTY
Bitvavo,397,Bluzelle BLZ
Bitvavo,400,Metal Pay MTL
Bitvavo,402,Drift DRIFT
Bitvavo,403,Ark ARK
Bitvavo,407,LimeWire LMWR
Bitvavo,412,Acala ACA
Bitvavo,413,Loot AGLD
Bitvavo,418,Verge XVG
Bitvavo,425,Frontier FRONT
Bitvavo,426,Renzo Protocol REZ
Bitvavo,428,QuarkChain QKC
Bitvavo,435,Radicle RAD
Bitvavo,440,Badger DAO BADGER
Bitvavo,447,NKN NKN
Bitvavo,450,Stella ALPHA
Bitvavo,463,Tensor TNSR
Bitvavo,464,Aavegotchi GHST
Bitvavo,465,Origin Protocol OGN
Bitvavo,467,MOBOX MBOX
Bitvavo,470,Sweatcoin SWEAT
Bitvavo,476,Heroes of Mavia MAVIA
Bitvavo,482,LTO Network LTO
Bitvavo,483,Enzyme MLN
Bitvavo,491,Beta Finance BETA
Bitvavo,496,Alien Worlds TLM
Bitvavo,499,CLV CLV
Bitvavo,507,Orchid Protocol OXT
Bitvavo,509,Ethernity ERN
Bitvavo,510,Maverick Protocol MAV
Bitvavo,511,Automata Network ATA
Bitvavo,512,Lumia ORN
Bitvavo,516,Ren REN
Bitvavo,520,Aergo AERGO
Bitvavo,524,Perpetual Protocol PERP
Bitvavo,530,DIA DIA
Bitvavo,533,ARPA ARPA
Bitvavo,534,Contentos COS
Bitvavo,538,Litentry LIT
Bitvavo,548,Komodo KMD
Bitvavo,560,Ampleforth FORTH
Bitvavo,567,Linear Finance LINA
Bitvavo,577,COMBO COMBO
Bitvavo,588,IDEX IDEX
Bitvavo,593,Polkastarter POLS
Bitvavo,595,district0x DNT
Bitvavo,605,Reef REEF
Bitvavo,606,Bella Protocol BEL
Bitvavo,607,NULS NULS
Bitvavo,611,Unifi Protocol UNFI
Bitvavo,627,Streamr DATA
Bitvavo,641,Measurable Data Token MDT
Bitvavo,668,AdEx ADX
Bitvavo,1505,Akropolis AKRO
Bitvavo,--,BinaryX BNX
Bitvavo,--,NFPrompt NFP
Bitvavo,--,Highstreet HIGH
Bitvavo,--,xMoney UTK
Bitso,1,Bitcoin BTC
Bitso,2,Ethereum ETH
Bitso,5,Ripple XRP
Bitso,6,Dogecoin DOGE
Bitso,8,Cardano ADA
Bitso,9,Tron TRX
Bitso,10,Avalanche AVAX
Bitso,11,Shiba Inu SHIB
Bitso,12,Polkadot DOT
Bitso,13,Bitcoin Cash BCH
Bitso,14,Chainlink LINK
Bitso,15,NEAR Protocol NEAR
Bitso,16,Litecoin LTC
Bitso,17,Polygon MATIC
Bitso,19,Uniswap UNI
Bitso,20,PEPE PEPE
Bitso,24,Stellar XLM
Bitso,30,MakerDAO MKR
Bitso,34,Arbitrum / Offchain Labs ARB
Bitso,35,Cosmos ATOM
Bitso,42,Aave AAVE
Bitso,47,The Graph GRT
Bitso,53,Lido LDO
Bitso,61,Fantom FTM
Bitso,63,Algorand ALGO
Bitso,69,Quant QNT
Bitso,74,Axie Infinity AXS
Bitso,86,Gala GALA
Bitso,87,The Sandbox SAND
Bitso,98,Decentraland MANA
Bitso,99,Chiliz CHZ
Bitso,101,Synthetix SNX
Bitso,111,Otherside APE
Bitso,120,Compound COMP
Bitso,126,Bored Ape Yacht Club APE
Bitso,139,Curve CRV
Bitso,163,Enjin ENJ
Bitso,167,Brave BAT
Bitso,203,Yearn Finance YFI
Bitso,219,Loopring LRC
Bitso,221,SushiSwap SUSHI
Bitso,255,Balancer BAL
Bitso,563,OMG Network OMG
HashKeyExchange,1,Bitcoin BTC
HashKeyExchange,2,Ethereum ETH
HashKeyExchange,7,The Open Network TON
HashKeyExchange,10,Avalanche AVAX
HashKeyExchange,12,Polkadot DOT
HashKeyExchange,14,Chainlink LINK
HashKeyExchange,16,Litecoin LTC
HashKeyExchange,17,Polygon MATIC
HashKeyExchange,19,Uniswap UNI
HashKeyExchange,25,Aptos APT
HashKeyExchange,30,MakerDAO MKR
HashKeyExchange,35,Cosmos ATOM
HashKeyExchange,36,Render RENDER
HashKeyExchange,41,Optimism OP
HashKeyExchange,42,Aave AAVE
HashKeyExchange,53,Lido LDO
HashKeyExchange,101,Synthetix SNX
HashKeyExchange,120,Compound COMP
Coinlist,1,Bitcoin BTC
Coinlist,2,Ethereum ETH
Coinlist,6,Dogecoin DOGE
Coinlist,10,Avalanche AVAX
Coinlist,12,Polkadot DOT
Coinlist,14,Chainlink LINK
Coinlist,17,Polygon MATIC
Coinlist,19,Uniswap UNI
Coinlist,21,Internet Computer / Dfinity ICP
Coinlist,28,Stacks STX
Coinlist,30,MakerDAO MKR
Coinlist,31,Filecoin FIL
Coinlist,38,Immutable X IMX
Coinlist,42,Aave AAVE
Coinlist,43,Sui SUI
Coinlist,59,Ondo Finance ONDO
Coinlist,63,Algorand ALGO
Coinlist,65,Sei Network SEI
Coinlist,66,Flow FLOW
Coinlist,81,Tezos XTZ
Coinlist,94,Worldcoin WLD
Coinlist,103,Mina MINA
Coinlist,108,Oasis Network ROSE
Coinlist,120,Compound COMP
Coinlist,125,Axelar AXL
Coinlist,160,Celo CELO
Coinlist,171,SKALE SKL
Coinlist,189,Centrifuge CFG
Coinlist,190,Threshold T
Coinlist,195,Biconomy BICO
Coinlist,196,Casper CSPR
Coinlist,222,Mocaverse MOCA
Coinlist,224,ZetaChain ZETA
Coinlist,338,NYM NYM
Coinlist,368,Cyber CYBER
Coinlist,369,Gods Unchained GODS
Coinlist,501,CLV CLV
Coinlist,507,Orchid Protocol OXT
Coinlist,508,Chainflip FLIP
Coinlist,529,Agoric BLD
Coinlist,548,Guild of Guardians GOG
Coinlist,603,Neon NEON
Coinlist,693,zkLink ZKL
Coinlist,714,Swarm BZZ
Coinlist,731,Natix Network NATIX
Coinlist,813,Vega Protocol VEGA
Coinlist,835,Mystiko Network XZK
Coinlist,890,bitsCrunch BCUT
Coinlist,1088,Clipper SAIL
Coinlist,--,Ocean Protocol OCEAN
Coinlist,--,Braintrust BTRST
Coinlist,--,Subsquid SQD
Coinlist,--,Masa MASA
Coinlist,--,HUMAN Protocol HMT
Coinlist,--,Meson Network MSN
Coinlist,--,TeleportDAO TST
Bullish,1,Bitcoin BTC
Bullish,2,Ethereum ETH
Bullish,5,Ripple XRP
Bullish,6,Dogecoin DOGE
Bullish,7,The Open Network TON
Bullish,9,Tron TRX
Bullish,10,Avalanche AVAX
Bullish,12,Polkadot DOT
Bullish,13,Bitcoin Cash BCH
Bullish,14,Chainlink LINK
Bullish,15,NEAR Protocol NEAR
Bullish,16,Litecoin LTC
Bullish,17,Polygon MATIC
Bullish,19,Uniswap UNI
Bullish,24,Stellar XLM
Bullish,25,Aptos APT
Bullish,34,Arbitrum / Offchain Labs ARB
Bullish,35,Cosmos ATOM
Bullish,41,Optimism OP
Bullish,42,Aave AAVE
Bullish,47,The Graph GRT
Bullish,61,Fantom FTM
Bullish,73,EOS EOS
Bullish,86,Gala GALA
Bullish,87,The Sandbox SAND
Bullish,99,Chiliz CHZ
Bullish,111,Otherside APE
Bullish,126,Bored Ape Yacht Club APE
Bullish,139,Curve CRV
Bullish,200,Ether.Fi ETHFI
Bullish,219,Loopring LRC
Bullish,221,SushiSwap SUSHI
FameEX,1,Bitcoin BTC
FameEX,2,Ethereum ETH
FameEX,3,Binance BNB
FameEX,4,Solana SOL
FameEX,6,Dogecoin DOGE
FameEX,9,Tron TRX
FameEX,10,Avalanche AVAX
FameEX,11,Shiba Inu SHIB
FameEX,12,Polkadot DOT
FameEX,13,Bitcoin Cash BCH
FameEX,14,Chainlink LINK
FameEX,15,NEAR Protocol NEAR
FameEX,16,Litecoin LTC
FameEX,17,Polygon MATIC
FameEX,19,Uniswap UNI
FameEX,22,Ethereum Classic ETC
FameEX,24,Stellar XLM
FameEX,26,Fetch.ai FET
FameEX,29,Crypto.com CRO
FameEX,30,MakerDAO MKR
FameEX,31,Filecoin FIL
FameEX,32,Mantle Network MNT
FameEX,34,Arbitrum / Offchain Labs ARB
FameEX,35,Cosmos ATOM
FameEX,36,Render RENDER
FameEX,37,Vechain VET
FameEX,38,Immutable X IMX
FameEX,41,Optimism OP
FameEX,42,Aave AAVE
FameEX,44,Dogwifhat WIF
FameEX,47,The Graph GRT
FameEX,48,Bonk BONK
FameEX,50,FLOKI FLOKI
FameEX,52,Jasmy JASMY
FameEX,53,Lido LDO
FameEX,55,Jupiter JUP
FameEX,58,Celestia TIA
FameEX,59,Ondo Finance ONDO
FameEX,60,Pyth Network PYTH
FameEX,61,Fantom FTM
FameEX,66,Flow FLOW
FameEX,69,Quant QNT
FameEX,73,MultiversX EGLD
FameEX,74,Axie Infinity AXS
FameEX,77,Fastex FTN
FameEX,81,Tezos XTZ
FameEX,82,eCash XEC
FameEX,85,StarkNet STRK
FameEX,87,The Sandbox SAND
FameEX,89,ORDI ORDI
FameEX,90,Nexo NEXO
FameEX,91,Ethena ENA
FameEX,93,Conflux CFX
FameEX,94,Worldcoin WLD
FameEX,96,Zcash ZEC
FameEX,97,BOOK OF MEME BOME
FameEX,98,Decentraland MANA
FameEX,99,Chiliz CHZ
FameEX,101,Synthetix SNX
FameEX,103,Mina MINA
FameEX,104,Gnosis GNO
FameEX,105,Gnosis Chain GNO
FameEX,111,Otherside APE
FameEX,111,FTX FTT
FameEX,117,Nervos Network CKB
FameEX,118,PancakeSwap CAKE
FameEX,120,Compound COMP
FameEX,125,Axelar AXL
FameEX,126,Bored Ape Yacht Club APE
FameEX,128,Trust Wallet TWT
FameEX,129,1inch 1INCH
FameEX,134,SafePal SFP
FameEX,134,IoTeX IOTX
FameEX,139,Curve CRV
FameEX,140,Constitution DAO PEOPLE
FameEX,143,Jito JTO
FameEX,145,Manta Network MANTA
FameEX,146,WOO Network WOO
FameEX,148,STEPN GMT
FameEX,149,Kusama KSM
FameEX,150,Convex Finance CVX
FameEX,151,Zilliqa ZIL
FameEX,154,Blur BLUR
FameEX,159,Memeland MEME
FameEX,165,Ankr ANKR
FameEX,167,Brave BAT
FameEX,170,Holochain HOT
FameEX,175,GMX GMX
FameEX,178,ssv.network SSV
FameEX,194,Mask Network MASK
FameEX,197,Frax FXS
FameEX,211,Band Protocol BAND
FameEX,214,Harmony ONE
FameEX,216,SPACE ID ID
FameEX,219,Loopring LRC
FameEX,220,Chromia CHR
FameEX,221,SushiSwap SUSHI
FameEX,227,Alchemy Pay ACH
FameEX,230,Flexa AMP
FameEX,237,Audius AUDIO
FameEX,241,Yield Guild Games YGG
FameEX,242,COTI COTI
FameEX,248,Solar SXP
FameEX,249,Swipe SXP
FameEX,250,API3 API3
FameEX,252,XAI XAI
FameEX,283,ShibaSwap BONE
FameEX,285,AltLayer ALT
FameEX,286,Coin98 Finance C98
FameEX,293,Fusionist ACE
FameEX,296,Helium Mobile MOBILE
FameEX,303,Gains Network GNS
FameEX,314,SLERF SLERF
FameEX,322,Celer Network CELR
FameEX,327,My Neighbor Alice ALICE
FameEX,336,Radiant Capital RDNT
FameEX,343,Shentu Chain CTK
FameEX,347,Big Time BIGTIME
FameEX,350,Hooked Protocol HOOK
FameEX,363,Milady LADYS
FameEX,368,Cyber CYBER
FameEX,374,BakerySwap BAKE
FameEX,380,Portal PORTAL
FameEX,398,Bluzelle BLZ
FameEX,414,Loot AGLD
FameEX,443,RACA RACA
FameEX,450,Stella ALPHA
FameEX,465,Tensor TNSR
FameEX,499,Alien Worlds TLM
FameEX,511,Automata Network ATA
FameEX,533,ARPA ARPA
FameEX,563,OMG Network OMG
FameEX,602,CEEK VR CEEK
FameEX,605,Reef REEF
FameEX,606,Bella Protocol BEL
FameEX,629,Streamr DATA
FameEX,645,MultiBit MUBI
FameEX,664,Pandora PANDORA
FameEX,674,AIT Protocol AIT
FameEX,884,NAVI Protocol NAVX
FameEX,893,Dogechain DC
FameEX,929,Celsius Network CEL
FameEX,977,Port3 PORT3
FameEX,1100,Big Data Protocol BDP
FameEX,--,BinaryX BNX
FameEX,--,rats RATS
FameEX,--,TurtSat TURT
FameEX,--,MICE MICE
FameEX,--,xPET xPET
BIGONE,1,Bitcoin BTC
BIGONE,2,Ethereum ETH
BIGONE,3,Binance BNB
BIGONE,5,Ripple XRP
BIGONE,6,Dogecoin DOGE
BIGONE,7,The Open Network TON
BIGONE,9,Tron TRX
BIGONE,10,Avalanche AVAX
BIGONE,11,Shiba Inu SHIB
BIGONE,12,Polkadot DOT
BIGONE,13,Bitcoin Cash BCH
BIGONE,14,Chainlink LINK
BIGONE,16,Litecoin LTC
BIGONE,17,Polygon MATIC
BIGONE,19,Uniswap UNI
BIGONE,20,PEPE PEPE
BIGONE,21,Internet Computer / Dfinity ICP
BIGONE,22,Ethereum Classic ETC
BIGONE,23,Monero XMR
BIGONE,24,Stellar XLM
BIGONE,25,Aptos APT
BIGONE,31,Filecoin FIL
BIGONE,34,Arbitrum / Offchain Labs ARB
BIGONE,35,Cosmos ATOM
BIGONE,37,Vechain VET
BIGONE,41,Optimism OP
BIGONE,42,Aave AAVE
BIGONE,43,Sui SUI
BIGONE,46,Arweave AR
BIGONE,48,Bonk BONK
BIGONE,50,FLOKI FLOKI
BIGONE,53,Lido LDO
BIGONE,61,Fantom FTM
BIGONE,63,Algorand ALGO
BIGONE,73,EOS EOS
BIGONE,74,Axie Infinity AXS
BIGONE,79,Ethereum Name Service ENS
BIGONE,81,Tezos XTZ
BIGONE,82,Neo NEO
BIGONE,82,eCash XEC
BIGONE,87,The Sandbox SAND
BIGONE,89,ORDI ORDI
BIGONE,96,Zcash ZEC
BIGONE,98,Decentraland MANA
BIGONE,99,Chiliz CHZ
BIGONE,108,Oasis Network ROSE
BIGONE,111,Otherside APE
BIGONE,114,Astar ASTR
BIGONE,117,Nervos Network CKB
BIGONE,126,Bored Ape Yacht Club APE
BIGONE,126,Terra Classic LUNC
BIGONE,139,Curve CRV
BIGONE,140,Constitution DAO PEOPLE
BIGONE,144,Galxe G
BIGONE,145,Manta Network MANTA
BIGONE,147,Dash DASH
BIGONE,149,Kusama KSM
BIGONE,152,Terra LUNA
BIGONE,154,Blur BLUR
BIGONE,160,Celo CELO
BIGONE,161,Aethir ATH
BIGONE,164,Siacoin SC
BIGONE,170,Holochain HOT
BIGONE,173,Qtum QTUM
BIGONE,175,GMX GMX
BIGONE,178,ssv.network SSV
BIGONE,182,EthereumPoW ETHW
BIGONE,197,Frax FXS
BIGONE,221,SushiSwap SUSHI
BIGONE,226,Moonbeam GLMR
BIGONE,226,Ontology ONT
BIGONE,228,Baby Doge BabyDoge
BIGONE,246,Horizen ZEN
BIGONE,361,MobileCoin MOB
BIGONE,373,DODO DODO
BIGONE,412,Acala ACA
BIGONE,484,REI Network REI
BIGONE,539,Litentry LIT
BIGONE,559,Kishu Inu KISHU
BIGONE,679,APX Finance APX
BIGONE,1003,GT Protocol GTAI
BIGONE,1207,X2Y2 X2Y2
BIGONE,--,rats RATS
BIGONE,--,Bitcoin Cats 1CAT
BIGONE,--,Oraclechain OCT
Bilaxy,1,Bitcoin BTC
Bilaxy,2,Ethereum ETH
Bilaxy,3,Binance BNB
Bilaxy,11,Shiba Inu SHIB
Bilaxy,12,Polkadot DOT
Bilaxy,14,Chainlink LINK
Bilaxy,16,Litecoin LTC
Bilaxy,18,Kaspa KAS
Bilaxy,19,Uniswap UNI
Bilaxy,25,Aptos APT
Bilaxy,31,Filecoin FIL
Bilaxy,34,Arbitrum / Offchain Labs ARB
Bilaxy,35,Cosmos ATOM
Bilaxy,41,Optimism OP
Bilaxy,47,The Graph GRT
Bilaxy,53,Lido LDO
Bilaxy,61,Fantom FTM
Bilaxy,69,Quant QNT
Bilaxy,73,MultiversX EGLD
Bilaxy,74,Axie Infinity AXS
Bilaxy,79,Ethereum Name Service ENS
Bilaxy,86,Gala GALA
Bilaxy,110,Pendle PENDLE
Bilaxy,118,LayerZero ZRO
Bilaxy,118,PancakeSwap CAKE
Bilaxy,129,1inch 1INCH
Bilaxy,136,Aevo AEVO
Bilaxy,153,M2 MMX
Bilaxy,159,SuperVerse SUPER
Bilaxy,161,Aethir ATH
Bilaxy,170,Nexus Mutual WNXM
Bilaxy,176,Avail AVAIL
Bilaxy,178,ssv.network SSV
Bilaxy,190,Threshold T
Bilaxy,212,Tellor TRB
Bilaxy,216,SPACE ID ID
Bilaxy,222,Mocaverse MOCA
Bilaxy,223,Banana Gun BANANA
Bilaxy,230,Flexa AMP
Bilaxy,239,Alephium ALPH
Bilaxy,266,Instadapp INST
Bilaxy,272,Pixels PIXEL
Bilaxy,272,LCX LCX
Bilaxy,292,Oraichain ORAI
Bilaxy,294,Zentry ZENT
Bilaxy,297,NetMind.AI NMT
Bilaxy,336,Radiant Capital RDNT
Bilaxy,340,ATOR Protocol ATOR
Bilaxy,345,Dogelon Mars ELON
Bilaxy,364,XYO XYO
Bilaxy,373,DODO DODO
Bilaxy,380,Portal PORTAL
Bilaxy,399,Spectral SPEC
Bilaxy,428,QuarkChain QKC
Bilaxy,429,Renzo Protocol REZ
Bilaxy,440,Badger DAO BADGER
Bilaxy,450,NKN NKN
Bilaxy,459,QANplatform QANX
Bilaxy,466,Origin Protocol OGN
Bilaxy,467,Pirate Nation PIRATE
Bilaxy,477,Heroes of Mavia MAVIA
Bilaxy,480,DEXTools DEXT
Bilaxy,482,Tectum TET
Bilaxy,485,MAP Protocol MAPO
Bilaxy,508,Chainflip FLIP
Bilaxy,509,Ethernity ERN
Bilaxy,516,Ren REN
Bilaxy,522,Sanko GameCorp DMT
Bilaxy,523,zkRace ZERC
Bilaxy,553,SHRAPNEL SHRAP
Bilaxy,559,Kishu Inu KISHU
Bilaxy,569,Linear Finance LINA
Bilaxy,590,Verasity VRA
Bilaxy,593,Polkastarter POLS
Bilaxy,604,HOPR HOPR
Bilaxy,605,Reef REEF
Bilaxy,638,Ancient8 A8
Bilaxy,644,AxonDAO AXGT
Bilaxy,645,MultiBit MUBI
Bilaxy,648,Layer3 L3
Bilaxy,648,Truflation TRUF
Bilaxy,664,Pandora PANDORA
Bilaxy,676,Rarible RARI
Bilaxy,684,HYTOPIA TOPIA
Bilaxy,699,Fideum FI
Bilaxy,710,Morpheus.Network MNW
Bilaxy,739,GraphLinq Chain GLQ
Bilaxy,756,Everclear NEXT
Bilaxy,762,Altura ALU
Bilaxy,763,Troy TROY
Bilaxy,778,UFO Gaming UFO
Bilaxy,803,QORPO World QORPO
Bilaxy,823,Fluence FLT
Bilaxy,841,enqAI ENQAI
Bilaxy,843,Ordiswap ORDS
Bilaxy,865,Fuse Network FUSE
Bilaxy,879,Cross The Ages CTA
Bilaxy,883,Over the reality OVR
Bilaxy,903,NFTX NFTX
Bilaxy,906,SatoshiVM SAVM
Bilaxy,934,Everest ID
Bilaxy,937,Hera Finance HERA
Bilaxy,966,Ferrum Network FRM
Bilaxy,975,LandX LNDX
Bilaxy,991,Thetanuts Finance NUTS
Bilaxy,1012,Amino Rewards AMO
Bilaxy,1015,REVV Motorsport REVV
Bilaxy,1027,GameSwift GSWIFT
Bilaxy,1041,Planet PLANET
Bilaxy,1052,Unibright UBT
Bilaxy,1067,Gala Music MUSIC
Bilaxy,1075,Cookie3 COOKIE
Bilaxy,1075,MagicCraft MCRT
Bilaxy,1094,LayerAI LAI
Bilaxy,1108,ValleyDAO GROW
Bilaxy,1112,Inspect INSP
Bilaxy,1115,Rubic RBC
Bilaxy,1139,Ordibank ORBK
Bilaxy,1170,MOBY MOBY
Bilaxy,1218,OccamDAO OCC
Bilaxy,1223,Lattice Exchange LTX
Bilaxy,1249,ApeBond ABOND
Bilaxy,1265,MetaZero MZERO
Bilaxy,1266,Saffron Finance SFI
Bilaxy,1272,TunaChain TUNA
Bilaxy,1273,Titanium22 TI
Bilaxy,1283,DSLA Protocol DSLA
Bilaxy,1329,Niftyx Protocol SHROOM
Bilaxy,1436,DAFI Protocol DAFI
Bilaxy,1460,Hyve HYVE
Bilaxy,1471,BlockWallet BLANK
Bilaxy,1486,YOUR Protocol YOURAI
Bilaxy,1487,YFDAI FINANCE YF-DAI
Bilaxy,1500,Castle of Blackwater COBE
Bilaxy,1530,OrdBridge BRGE
Bilaxy,1545,Alvara ALVA
Bilaxy,1568,Freeway FWT
Bilaxy,1579,SYNC Network SYNC
Bilaxy,1583,LiquidLayer LILA
Bilaxy,1825,inSure DeFi SURE
Bilaxy,--,The Root Network ROOT
Bilaxy,--,GAM3S.GG G3
Bilaxy,--,Masa MASA
Bilaxy,--,Truebit TRU
Bilaxy,--,TurtSat TURT
Bilaxy,--,Playbux PBUX
Bilaxy,--,Bitcoin Cats 1CAT
Bilaxy,--,EthXY SEXY
Bilaxy,--,Asterix ASTX
Bilaxy,--,XRGB XRGB
Bilaxy,--,Multipool MUL
Bilaxy,--,Architex ARCX
Bilaxy,--,BitStable BSSB
Bilaxy,--,TaoBank TBANK
Bilaxy,--,Moon App APP
Bilaxy,--,WorkX WORK
Bilaxy,--,Elosys ELO
Bilaxy,--,Komputai KAI
Bilaxy,--,Lyve Finance LYVE
Bilaxy,--,Blend Protocol BLEND
Bilaxy,--,Vitreus VTRS
Bilaxy,--,Exverse EXVG
CoinEx,1,Bitcoin BTC
CoinEx,2,Ethereum ETH
CoinEx,3,Binance BNB
CoinEx,4,Solana SOL
CoinEx,5,Ripple XRP
CoinEx,6,Dogecoin DOGE
CoinEx,7,The Open Network TON
CoinEx,8,Cardano ADA
CoinEx,9,Tron TRX
CoinEx,10,Avalanche AVAX
CoinEx,11,Shiba Inu SHIB
CoinEx,12,Polkadot DOT
CoinEx,13,Bitcoin Cash BCH
CoinEx,14,Chainlink LINK
CoinEx,15,NEAR Protocol NEAR
CoinEx,16,Litecoin LTC
CoinEx,17,Polygon MATIC
CoinEx,18,Kaspa KAS
CoinEx,19,Uniswap UNI
CoinEx,20,PEPE PEPE
CoinEx,21,Internet Computer / Dfinity ICP
CoinEx,22,Ethereum Classic ETC
CoinEx,23,Monero XMR
CoinEx,24,Stellar XLM
CoinEx,25,Aptos APT
CoinEx,26,Fetch.ai FET
CoinEx,27,OKX OKB
CoinEx,28,Stacks STX
CoinEx,29,Crypto.com CRO
CoinEx,30,MakerDAO MKR
CoinEx,31,Filecoin FIL
CoinEx,32,Mantle Network MNT
CoinEx,33,Hedera HBAR
CoinEx,34,Arbitrum / Offchain Labs ARB
CoinEx,35,Cosmos ATOM
CoinEx,36,Render RENDER
CoinEx,37,Vechain VET
CoinEx,38,Immutable X IMX
CoinEx,39,Bittensor TAO
CoinEx,40,Injective INJ
CoinEx,41,Optimism OP
CoinEx,42,Aave AAVE
CoinEx,43,Sui SUI
CoinEx,44,Dogwifhat WIF
CoinEx,46,Arweave AR
CoinEx,47,The Graph GRT
CoinEx,48,Bonk BONK
CoinEx,50,FLOKI FLOKI
CoinEx,51,Theta Network THETA
CoinEx,52,THORChain RUNE
CoinEx,52,Jasmy JASMY
CoinEx,53,Lido LDO
CoinEx,55,Jupiter JUP
CoinEx,56,Notcoin NOT
CoinEx,58,Celestia TIA
CoinEx,59,Ondo Finance ONDO
CoinEx,60,Pyth Network PYTH
CoinEx,61,Fantom FTM
CoinEx,63,Algorand ALGO
CoinEx,64,MANTRA OM
CoinEx,65,Sei Network SEI
CoinEx,66,Flow FLOW
CoinEx,67,Bitcoin SV BSV
CoinEx,69,Quant QNT
CoinEx,70,BitTorrent BTT
CoinEx,71,Helium HNT
CoinEx,73,EOS EOS
CoinEx,73,MultiversX EGLD
CoinEx,74,Axie Infinity AXS
CoinEx,78,Flare Network FLR
CoinEx,78,Merit Circle BEAM
CoinEx,79,Ethereum Name Service ENS
CoinEx,81,Tezos XTZ
CoinEx,82,Neo NEO
CoinEx,82,eCash XEC
CoinEx,85,StarkNet STRK
CoinEx,86,Gala GALA
CoinEx,87,The Sandbox SAND
CoinEx,89,Akash Network AKT
CoinEx,89,ORDI ORDI
CoinEx,90,Nexo NEXO
CoinEx,91,Ethena ENA
CoinEx,92,Ronin RON
CoinEx,93,Conflux CFX
CoinEx,94,Worldcoin WLD
CoinEx,95,AIOZ Network AIOZ
CoinEx,96,Zcash ZEC
CoinEx,97,BOOK OF MEME BOME
CoinEx,98,Decentraland MANA
CoinEx,99,Chiliz CHZ
CoinEx,100,Klaytn KLAY
CoinEx,101,Synthetix SNX
CoinEx,103,Mina MINA
CoinEx,104,Raydium RAY
CoinEx,104,Gnosis GNO
CoinEx,105,Gnosis Chain GNO
CoinEx,106,Safe Safe
CoinEx,108,Oasis Network ROSE
CoinEx,109,IOTA MIOTA
CoinEx,110,Pendle PENDLE
CoinEx,111,Otherside APE
CoinEx,111,FTX FTT
CoinEx,113,zkSync ZK
CoinEx,114,Astar ASTR
CoinEx,117,Nervos Network CKB
CoinEx,118,LayerZero ZRO
