Status,Name,Category,Location,Founded,Latest Investment,Round (1 Year),Portfolio,Total Raised
others,Josh Lee,- -,- -,--,"May 02, 2024",1,2,--
others,Mingchao Yu,- -,- -,--,"May 02, 2024",1,1,--
others,Carl Vogel,- -,- -,--,"May 01, 2024",1,1,--
others,Alexander Kehaya,- -,- -,--,"May 01, 2024",1,1,--
others,Frank Chaparro,- -,- -,--,"May 01, 2024",1,1,--
others,Michael Ng,- -,- -,--,"Apr 30, 2024",1,4,--
others,Konstantin Lomashuk,- -,- -,--,"Apr 30, 2024",1,5,--
others,Xing Kong,- -,- -,--,"Apr 26, 2024",1,1,--
others,Xing Kong,- -,- -,--,"Apr 26, 2024",1,1,--
others,Yanfeng Chen,- -,- -,--,"Apr 26, 2024",1,1,--
others,Angelo Min,- -,- -,--,"Apr 23, 2024",1,2,--
others,Fabian Wetekamp,- -,- -,--,"Apr 23, 2024",1,2,--
others,Jake Chervinsky,- -,- -,--,"Apr 23, 2024",1,3,--
others,Erik Voorhees,- -,- -,--,"Apr 23, 2024",1,4,--
others,Tyler Golato,- -,- -,--,"Apr 23, 2024",1,1,--
others,James Brodie,- -,- -,--,"Apr 23, 2024",1,1,--
others,David Tse,- -,- -,--,"Apr 22, 2024",1,1,--
others,James Ferguson,- -,- -,--,"Apr 22, 2024",1,1,--
others,Mithil Thakore,- -,- -,--,"Apr 19, 2024",1,3,--
others,Pascal Gauthier,- -,- -,--,"Apr 18, 2024",1,6,--
others,Eric Ryklin,- -,- -,--,"Apr 18, 2024",1,1,--
others,Joseph Bosselut,- -,- -,--,"Apr 18, 2024",1,1,--
others,CK Cheung,- -,- -,--,"Apr 18, 2024",1,1,--
others,Yusuke O.,- -,- -,--,"Apr 18, 2024",1,1,--
others,Kratik Lodha,- -,- -,--,"Apr 18, 2024",1,1,--
others,Eric Ryklin,- -,- -,--,"Apr 18, 2024",1,1,--
others,MANDO CT,- -,- -,--,"Apr 17, 2024",1,1,--
others,Anshul Dhir,- -,- -,--,"Apr 17, 2024",1,2,--
others,Clarisse Hagège,- -,- -,--,"Apr 17, 2024",1,1,--
others,Zeng Jiajun,- -,- -,--,"Apr 17, 2024",1,1,--
others,Clement Lesaege,- -,- -,--,"Apr 17, 2024",1,1,--
others,Alexis Masseron,- -,- -,--,"Apr 17, 2024",1,1,--
others,Christopher Grilhault des Fontaines,- -,- -,--,"Apr 17, 2024",1,1,--
others,Florian Le Goff,- -,- -,--,"Apr 17, 2024",1,2,--
others,Lyuben Belov,- -,- -,--,"Apr 17, 2024",1,4,--
others,Polynya,- -,- -,--,"Apr 17, 2024",1,1,--
others,Feng Liu,- -,- -,--,"Apr 17, 2024",1,4,--
others,z3th.btc,- -,- -,--,"Apr 17, 2024",1,1,--
others,Qiao Wang,- -,- -,--,"Apr 17, 2024",1,8,--
others,John Wu,- -,- -,--,"Apr 17, 2024",1,2,--
others,Zhixiong Pan,- -,- -,--,"Apr 17, 2024",1,1,--
others,Jacek Czarnecki,- -,- -,--,"Apr 17, 2024",1,1,--
others,Nischal Shetty,- -,- -,--,"Apr 17, 2024",1,5,--
others,Stefan George,- -,- -,--,"Apr 17, 2024",1,11,--
others,Rand Hindi,- -,- -,--,"Apr 17, 2024",1,4,--
others,Shreyas Hariharan,- -,- -,--,"Apr 16, 2024",1,4,--
others,Mark Shifke,- -,- -,--,"Apr 16, 2024",1,1,--
others,Jonathan Han,- -,- -,--,"Apr 16, 2024",1,1,--
others,Ted Lin,- -,- -,--,"Apr 16, 2024",1,1,--
others,Ebunker,- -,Hong Kong,2022,"Apr 16, 2024",1,1,--
others,Chaojijun,- -,- -,--,"Apr 16, 2024",1,1,--
others,Winslow Strong,- -,- -,--,"Apr 16, 2024",1,3,--
others,Pierre Arys,- -,- -,--,"Apr 16, 2024",1,1,--
others,Lewis Tuff,- -,- -,--,"Apr 16, 2024",1,1,--
others,Max Segall,- -,- -,--,"Apr 16, 2024",1,1,--
others,Keegan Selby,- -,- -,--,"Apr 16, 2024",1,2,--
others,Paul Menchov,- -,- -,--,"Apr 16, 2024",1,2,--
others,Spencer Yang,- -,- -,--,"Apr 16, 2024",1,4,--
others,Omar Shakeeb,- -,- -,--,"Apr 15, 2024",1,1,--
others,Kalin Stoyanchev,- -,- -,--,"Apr 15, 2024",1,1,--
others,Weikeng Chen,- -,- -,--,"Apr 15, 2024",1,1,--
others,Jason Morton,- -,- -,--,"Apr 15, 2024",1,1,--
others,Richard Dai,- -,- -,--,"Apr 15, 2024",1,13,--
others,Brandon Kase,- -,- -,--,"Apr 15, 2024",1,1,--
others,Antony Lewis,- -,- -,--,"Apr 12, 2024",1,1,--
others,Bo Feng,- -,- -,--,"Apr 12, 2024",1,2,--
others,Irene Zhao,- -,- -,--,"Apr 11, 2024",1,1,--
others,Ben Davenport,- -,- -,--,"Apr 10, 2024",1,7,--
others,Michael Liu,- -,- -,--,"Apr 09, 2024",1,1,--
others,Rune Christensen,- -,- -,--,"Apr 09, 2024",1,3,--
others,Punk 6529,- -,- -,--,"Apr 09, 2024",1,7,--
others,Justin Reyes,- -,- -,--,"Apr 09, 2024",1,2,--
others,Gavin,- -,- -,--,"Apr 05, 2024",1,1,--
others,Shawn Shi,- -,- -,--,"Apr 05, 2024",1,1,--
others,Jackson Li,- -,- -,--,"Apr 05, 2024",1,1,--
others,Gavin,- -,- -,--,"Apr 05, 2024",1,1,--
others,Nervos Network,- -,Chinese Mainland,2018,"Apr 04, 2024",1,3,--
others,Catherine Wang,- -,- -,--,"Apr 04, 2024",1,1,--
others,Quinten François,- -,- -,--,"Apr 03, 2024",1,1,--
others,William Johs,- -,- -,--,"Apr 03, 2024",1,1,--
others,Deni Ershtukaev,- -,- -,--,"Apr 03, 2024",1,1,--
others,Levy,- -,- -,--,"Apr 03, 2024",1,1,--
others,Sungjae Han,- -,- -,--,"Apr 03, 2024",1,1,--
others,Gregoire le Jeune,- -,- -,--,"Apr 02, 2024",1,3,--
others,Sung Cho,- -,- -,--,"Apr 02, 2024",1,1,--
others,Valhalla Ventures,- -,--,--,"Apr 01, 2024",1,10,--
others,Chris Wang,- -,- -,--,"Mar 28, 2024",1,1,--
others,Sinhae Lee,- -,- -,--,"Mar 28, 2024",1,1,--
others,Andrej Radonjic,- -,- -,--,"Mar 28, 2024",1,1,--
others,Chao Wang,- -,- -,--,"Mar 28, 2024",1,1,--
others,Roshun Patel,- -,- -,--,"Mar 28, 2024",1,3,--
others,Tommy Chen,- -,- -,--,"Mar 28, 2024",1,1,--
others,Chris Wang,- -,- -,--,"Mar 28, 2024",1,1,--
others,Sinhae Lee,- -,- -,--,"Mar 28, 2024",1,1,--
others,Wes Cowan,- -,- -,--,"Mar 27, 2024",1,1,--
others,Trung Nguyen,- -,- -,--,"Mar 27, 2024",1,2,--
others,Tobias (Tobi) Bauer,- -,- -,--,"Mar 27, 2024",1,1,--
others,Eugene Ng,- -,- -,--,"Mar 27, 2024",1,1,--
others,Illia Polosukhin,- -,- -,--,"Mar 27, 2024",1,11,--
others,Viet Anh Ho,- -,- -,--,"Mar 27, 2024",1,1,--
others,Jeff Kuan,- -,- -,--,"Mar 27, 2024",1,5,--
others,Dan McArdle,- -,- -,--,"Mar 27, 2024",1,1,--
others,Johnny,- -,- -,--,"Mar 27, 2024",1,1,--
others,Luke Wagman,- -,- -,--,"Mar 26, 2024",1,2,--
others,Estoty,Traditional Enterprises,Latvia,2012,"Mar 26, 2024",1,2,--
others,Block Space Force,Crypto-Native Fund,--,--,"Mar 26, 2024",1,1,--
others,Alex Lee,- -,- -,--,"Mar 22, 2024",1,1,--
others,Daniel Bar,- -,- -,--,"Mar 22, 2024",1,1,--
others,Kerman Kohli,- -,- -,--,"Mar 22, 2024",1,3,--
others,Kate Wong,- -,- -,--,"Mar 22, 2024",1,1,--
others,David Truong,- -,- -,--,"Mar 22, 2024",1,3,--
others,Moshe Malawach,- -,- -,--,"Mar 22, 2024",1,1,--
others,Sarunas Legeckas,- -,- -,--,"Mar 22, 2024",1,1,--
others,Auryn Macmillan,- -,- -,--,"Mar 22, 2024",1,1,--
others,Eugene Chen,- -,- -,--,"Mar 21, 2024",1,1,--
others,0xbrainjar,- -,- -,--,"Mar 21, 2024",1,2,--
others,Guy Zyskind,- -,- -,--,"Mar 21, 2024",1,1,--
others,Benedict Chan,- -,- -,--,"Mar 21, 2024",1,7,--
others,Shane Qiu,- -,- -,--,"Mar 21, 2024",1,1,--
others,Cooper Kunz,- -,- -,--,"Mar 21, 2024",1,1,--
others,Benedict Chan,- -,- -,--,"Mar 21, 2024",1,7,--
others,Guy Zyskind,- -,- -,--,"Mar 21, 2024",1,1,--
others,Andrew Huang,- -,- -,--,"Mar 21, 2024",1,1,--
others,Matt Batsinelas,- -,- -,--,"Mar 20, 2024",1,4,--
others,Charles Wayn,- -,- -,--,"Mar 20, 2024",1,1,--
others,Suji Yan,- -,- -,--,"Mar 20, 2024",1,14,--
others,Seung Yoon Lee,- -,- -,--,"Mar 20, 2024",1,2,--
others,Brandon Comer,- -,- -,--,"Mar 20, 2024",1,1,--
others,Nathan Zou,- -,- -,--,"Mar 20, 2024",1,1,--
others,Yushan Zheng,- -,- -,--,"Mar 20, 2024",1,1,--
others,Minion,- -,- -,--,"Mar 20, 2024",1,1,--
others,Jack Melnick,- -,- -,--,"Mar 19, 2024",1,1,--
others,Alicia Katz,- -,- -,--,"Mar 19, 2024",1,1,--
others,JST Digital,Crypto-Native Fund,--,2014,"Mar 15, 2024",1,5,--
others,Lorenzo Melendez,- -,- -,--,"Mar 15, 2024",1,1,--
others,Peter Lobanov,- -,- -,--,"Mar 15, 2024",1,1,--
others,Peter Smith,- -,- -,--,"Mar 15, 2024",1,1,--
others,ColeThereum,- -,- -,--,"Mar 14, 2024",1,1,--
others,Kenneth Ng,- -,- -,--,"Mar 14, 2024",1,5,--
others,Kam Benbrik,- -,- -,--,"Mar 14, 2024",1,1,--
others,Yuki Yuminaga,- -,- -,--,"Mar 14, 2024",1,3,--
others,Carl Beekhuizen,- -,- -,--,"Mar 14, 2024",1,1,--
others,Varun Srinivasan,- -,- -,--,"Mar 14, 2024",1,1,--
others,Ying Tong Lai,- -,- -,--,"Mar 14, 2024",1,2,--
others,Eunice Giarta,- -,- -,--,"Mar 14, 2024",1,1,--
others,Evan Van Ness,- -,- -,--,"Mar 14, 2024",1,1,--
others,Niraj Pant,- -,- -,--,"Mar 14, 2024",1,2,--
others,Jack Huang,- -,- -,--,"Mar 13, 2024",1,1,--
others,John Ng Pangilinan,- -,- -,--,"Mar 13, 2024",1,1,--
others,Karl Mjardsjo,- -,- -,--,"Mar 13, 2024",1,1,--
others,Deeze,- -,- -,--,"Mar 11, 2024",1,6,--
others,ZachXBT,- -,- -,--,"Mar 11, 2024",1,2,--
others,Jill Gunter,- -,- -,--,"Mar 11, 2024",1,4,--
others,Haseeb Qureshi,- -,- -,--,"Mar 11, 2024",1,2,--
others,Michael Ma,- -,- -,--,"Mar 11, 2024",1,2,--
others,Haseeb Qureshi,- -,- -,--,"Mar 11, 2024",1,2,--
others,Jill Gunter,- -,- -,--,"Mar 11, 2024",1,4,--
others,Nick Hansen,- -,- -,--,"Mar 08, 2024",1,1,--
others,John Scianna,- -,- -,--,"Mar 08, 2024",1,2,--
others,Jake Hartnell,- -,- -,--,"Mar 07, 2024",1,1,--
others,Josh Kovac,- -,- -,--,"Mar 07, 2024",1,1,--
others,Aidan Salzmann,- -,- -,--,"Mar 07, 2024",1,1,--
others,Andy,- -,- -,--,"Mar 07, 2024",1,1,--
others,Riley Edmunds,- -,- -,--,"Mar 07, 2024",1,1,--
others,Stephen Richardson,- -,- -,--,"Mar 07, 2024",1,1,--
others,John Nahas,- -,- -,--,"Mar 07, 2024",1,1,--
others,Greg Osuri,- -,- -,--,"Mar 07, 2024",1,1,--
others,Tom Howard,- -,- -,--,"Mar 07, 2024",1,2,--
others,Linus Chung,- -,- -,--,"Mar 07, 2024",1,1,--
others,Tim Ogilvie,- -,- -,--,"Mar 07, 2024",1,1,--
others,Casper Johansen,- -,- -,--,"Mar 07, 2024",1,2,--
others,Ethan Beard,- -,- -,--,"Mar 07, 2024",1,3,--
others,Joel Jabalera,- -,- -,--,"Mar 06, 2024",1,1,--
others,Vasiliy Shapovalov,- -,- -,--,"Mar 06, 2024",1,2,--
others,banteg,- -,- -,--,"Mar 06, 2024",1,1,--
others,Mohammad Shaikh,- -,- -,--,"Mar 05, 2024",1,1,--
others,Avery Ching,- -,- -,--,"Mar 05, 2024",1,1,--
others,Nadav Hollander,- -,- -,--,"Mar 04, 2024",1,2,--
others,Andrew Hong,- -,- -,--,"Mar 01, 2024",1,3,--
others,Pooja Shah,- -,- -,--,"Mar 01, 2024",1,1,--
others,Tristan Frizza,- -,- -,--,"Feb 28, 2024",1,5,--
others,Kevin Hu,- -,- -,--,"Feb 28, 2024",1,3,--
others,Liang Xinjun,- -,- -,--,"Feb 28, 2024",1,16,--
others,Jessy,- -,- -,--,"Feb 28, 2024",1,1,--
others,Logan Jastremski,- -,- -,--,"Feb 27, 2024",1,1,--
others,Abhay Kumar,- -,- -,--,"Feb 27, 2024",1,1,--
others,Robert Chen,- -,- -,--,"Feb 27, 2024",1,2,--
others,Abhay Kumar,- -,- -,--,"Feb 27, 2024",1,1,--
others,Robert Chen,- -,- -,--,"Feb 27, 2024",1,2,--
others,Sawit Trisirisatayawong,- -,- -,--,"Feb 27, 2024",1,1,--
others,Kris Kaczor,- -,- -,--,"Feb 26, 2024",1,1,--
others,Frederic Montagnon,- -,- -,--,"Feb 26, 2024",1,5,--
others,Mudit Gupta,- -,- -,--,"Feb 26, 2024",1,2,--
others,YY Lai,- -,- -,--,"Feb 24, 2024",1,1,--
others,Elroy Cheo,- -,- -,--,"Feb 23, 2024",1,1,--
others,Taavet Hinrikus,- -,- -,--,"Feb 22, 2024",1,4,--
others,Kyle Samani,- -,- -,--,"Feb 22, 2024",1,4,--
others,Raj Parekh,- -,- -,--,"Feb 22, 2024",1,1,--
others,Alex Van de Sande,- -,- -,--,"Feb 22, 2024",1,2,--
others,Kristof Gazso,- -,- -,--,"Feb 22, 2024",1,2,--
others,Michael Gronager,- -,- -,--,"Feb 22, 2024",1,1,--
others,Kofi,- -,- -,--,"Feb 22, 2024",1,1,--
others,Michael Gronager,- -,- -,--,"Feb 22, 2024",1,1,--
others,Vijay Garg,- -,- -,--,"Feb 20, 2024",1,1,--
others,Ajeet Khurana,- -,- -,--,"Feb 20, 2024",1,7,--
others,Sébastien Dessimoz,- -,- -,--,"Feb 20, 2024",1,2,--
others,Kevin Lin,- -,- -,--,"Feb 20, 2024",1,20,--
others,Noodles,- -,- -,--,"Feb 16, 2024",1,1,--
others,Sam MacPherson,- -,- -,--,"Feb 16, 2024",1,1,--
others,Omer Goldberg,- -,- -,--,"Feb 16, 2024",1,1,--
others,Damon Gura,- -,- -,--,"Feb 16, 2024",1,1,--
others,Nic Carter,- -,- -,--,"Feb 16, 2024",1,2,--
others,Jeffrey Huang,- -,- -,--,"Feb 15, 2024",1,1,--
others,Jordan Lyall,- -,- -,--,"Feb 15, 2024",1,3,--
others,Julia Lipton,- -,- -,--,"Feb 15, 2024",1,7,--
others,Jae Chung,- -,- -,--,"Feb 15, 2024",1,2,--
others,Valentin Pletnev,- -,- -,--,"Feb 14, 2024",1,1,--
others,Karel Kubat,- -,- -,--,"Feb 14, 2024",1,2,--
others,Adam Patel,- -,- -,--,"Feb 14, 2024",1,1,--
others,Anatoly Kondiyakov,- -,- -,--,"Feb 13, 2024",1,1,--
others,Shaan Savarirayan,- -,- -,--,"Feb 12, 2024",1,1,--
others,Joi Ito,- -,- -,--,"Feb 12, 2024",1,4,--
others,Jeff Kirdeikis,- -,- -,--,"Feb 12, 2024",1,1,--
others,Wing Vasiksiri,- -,- -,--,"Feb 12, 2024",1,3,--
others,Adam Larson,- -,- -,--,"Feb 08, 2024",1,1,--
others,Scoopy Trooples,- -,- -,--,"Feb 07, 2024",1,1,--
others,BAI Capital,Traditional Fund,Chinese Mainland,2008,"Feb 05, 2024",1,10,--
others,Evan Luthra,- -,- -,--,"Feb 05, 2024",1,5,--
others,Joyce Yang,- -,- -,--,"Feb 05, 2024",1,11,--
others,Ken,- -,- -,--,"Feb 05, 2024",1,1,--
others,Jackson Chan,- -,- -,--,"Feb 01, 2024",1,1,--
others,Alexei Zamyatin,- -,- -,--,"Feb 01, 2024",1,1,--
others,Michael Chen,- -,- -,--,"Feb 01, 2024",1,4,--
others,Cem Özer,- -,- -,--,"Feb 01, 2024",1,1,--
others,Philip Arthur Moore,- -,- -,--,"Feb 01, 2024",1,2,--
others,Brianna Montgomery,- -,- -,--,"Jan 31, 2024",1,3,--
others,Eric Arsenault,- -,- -,--,"Jan 31, 2024",1,4,--
others,Dylan Loomer,- -,- -,--,"Jan 31, 2024",1,1,--
others,Jared Grey,- -,- -,--,"Jan 31, 2024",1,1,--
others,Philip Forte,- -,- -,--,"Jan 31, 2024",1,1,--
others,Simon Harman,- -,- -,--,"Jan 31, 2024",1,1,--
others,Mansoor Madhavji,- -,- -,--,"Jan 31, 2024",1,1,--
others,Mauricio Trujillo,- -,- -,--,"Jan 31, 2024",1,1,--
others,Aly Madhavji,- -,- -,--,"Jan 31, 2024",1,1,--
others,Sameep Singhania,- -,- -,--,"Jan 31, 2024",1,1,--
others,Hongbo,- -,- -,--,"Jan 30, 2024",1,4,--
others,Albert Chon,- -,- -,--,"Jan 29, 2024",1,1,--
others,Jon Itzler,- -,- -,--,"Jan 29, 2024",1,3,--
others,ChiefingZa,- -,- -,--,"Jan 29, 2024",1,1,--
others,Chris Spadafora,- -,- -,--,"Jan 29, 2024",1,3,--
others,Charles Lu,- -,- -,--,"Jan 29, 2024",1,2,--
others,Jim Chang,- -,- -,--,"Jan 29, 2024",1,1,--
others,Joe Andrews,- -,- -,--,"Jan 25, 2024",1,1,--
others,Brendan Farmer,- -,- -,--,"Jan 25, 2024",1,1,--
others,Alex Atallah,- -,- -,--,"Jan 25, 2024",1,3,--
others,Zooko Wilcox,- -,- -,--,"Jan 23, 2024",1,1,--
others,Bartek Kiepuszewski,- -,- -,--,"Jan 23, 2024",1,1,--
others,Ryon Nixon,- -,- -,--,"Jan 22, 2024",1,5,--
others,Reuben Bramanathan,- -,- -,--,"Jan 16, 2024",1,7,--
others,Kevin McCordic,- -,- -,--,"Jan 16, 2024",1,1,--
others,Sami Tannir,- -,- -,--,"Jan 16, 2024",1,4,--
others,Reuben Bramanathan,- -,- -,--,"Jan 16, 2024",1,7,--
others,Nick Chong,- -,- -,--,"Jan 16, 2024",1,14,--
others,Rahim Noorani,- -,- -,--,"Jan 15, 2024",1,2,--
others,Sam Williams,- -,- -,--,"Jan 12, 2024",1,3,--
others,Jackson Palmer,- -,- -,--,"Jan 12, 2024",1,3,--
others,Seung Soo Kim,- -,- -,--,"Jan 12, 2024",1,1,--
others,Sillytuna,- -,- -,--,"Dec 30, 2023",1,2,--
others,Max Crown,- -,- -,--,"Dec 30, 2023",1,1,--
others,Jacob Martin,- -,- -,--,"Dec 30, 2023",1,1,--
others,Stephen Sullivan,- -,- -,--,"Dec 30, 2023",1,1,--
others,Justin Wu,- -,- -,--,"Dec 27, 2023",1,1,--
others,Amman Bhasin,- -,- -,--,"Dec 18, 2023",1,1,--
others,Matthieu Jobbé-Duval,- -,- -,--,"Dec 18, 2023",1,1,--
others,Jai Bhavnani,- -,- -,--,"Dec 18, 2023",1,4,--
others,Matt Luongo,- -,- -,--,"Dec 18, 2023",1,3,--
others,Kenneth O'Friel,- -,- -,--,"Dec 18, 2023",1,1,--
others,Mustafa Yilham,- -,- -,--,"Dec 18, 2023",1,1,--
others,Brian Tubergen,- -,- -,--,"Dec 18, 2023",1,3,--
others,Michael Ippolito,- -,- -,--,"Dec 18, 2023",1,2,--
others,Matt Luongo,- -,- -,--,"Dec 18, 2023",1,3,--
others,Mike Neuder,- -,- -,--,"Dec 18, 2023",1,1,--
others,Rahul Pagidipati,- -,- -,--,"Dec 14, 2023",1,3,--
others,Deian Stefan,- -,- -,--,"Dec 07, 2023",1,1,--
others,Chris Sirise,- -,- -,--,"Dec 05, 2023",1,1,--
others,Aliaksandr Hudzilin,- -,- -,--,"Dec 05, 2023",1,1,--
others,Kyunghwan Min,- -,- -,--,"Dec 05, 2023",1,3,--
others,Matt Sorg,- -,- -,--,"Dec 05, 2023",1,1,--
others,Michael Tong,- -,- -,--,"Dec 05, 2023",1,1,--
others,Xin Yan,- -,- -,--,"Dec 05, 2023",1,3,--
others,Sean Gearin,- -,- -,--,"Dec 05, 2023",1,1,--
others,Ben Middleton,- -,- -,--,"Dec 04, 2023",1,3,--
others,Vincent Niu,- -,- -,--,"Dec 04, 2023",1,4,--
others,Leo Cheng,- -,- -,--,"Dec 04, 2023",1,9,--
others,Sherman Lee,- -,- -,--,"Dec 04, 2023",1,1,--
others,Ari Litan,- -,- -,--,"Dec 01, 2023",1,2,--
others,Austin Green,- -,- -,--,"Dec 01, 2023",1,4,--
others,Jack Dorsey,- -,- -,--,"Nov 29, 2023",1,5,--
others,Julien Bouteloup,- -,- -,--,"Nov 27, 2023",1,27,--
others,Rodney Yesep,- -,- -,--,"Nov 24, 2023",1,1,--
others,Brad Mills,- -,- -,--,"Nov 24, 2023",1,5,--
others,Baptiste Cota,- -,- -,--,"Nov 21, 2023",1,1,--
others,Foobar,- -,- -,--,"Nov 21, 2023",1,1,--
others,Cole Petersen,- -,- -,--,"Nov 21, 2023",1,1,--
others,Ben Leventhal,- -,- -,--,"Nov 21, 2023",1,1,--
others,John Izaguirre,- -,- -,--,"Nov 20, 2023",1,1,--
others,Albert Chen,- -,- -,--,"Nov 17, 2023",1,2,--
others,Dmitry Tokarev,- -,- -,--,"Nov 16, 2023",1,2,--
others,Jess Zhang,- -,- -,--,"Nov 15, 2023",1,1,--
others,Yoni Goldberg,- -,- -,--,"Nov 15, 2023",1,1,--
others,Itai Turbahn,- -,- -,--,"Nov 15, 2023",1,1,--
others,Dennis Qian,- -,- -,--,"Nov 15, 2023",1,1,--
others,Edward Mulraney,- -,- -,--,"Nov 13, 2023",1,1,--
others,Jinwoo Park,- -,- -,--,"Nov 13, 2023",1,1,--
others,Sidney Gottlieb,- -,- -,--,"Nov 13, 2023",1,1,--
others,Brandon Neal,- -,- -,--,"Nov 13, 2023",1,1,--
others,Chase Lochmiller,- -,- -,--,"Nov 08, 2023",1,1,--
others,Rahul Sethuram,- -,- -,--,"Nov 08, 2023",1,3,--
others,Ryan Cao,- -,- -,--,"Nov 08, 2023",1,1,--
others,Daniel Shorr,- -,- -,--,"Nov 08, 2023",1,1,--
others,Remco Bloemen,- -,- -,--,"Nov 01, 2023",1,1,--
others,Cathie So,- -,- -,--,"Nov 01, 2023",1,1,--
others,Stuti Pandey,- -,- -,--,"Nov 01, 2023",1,1,--
others,Remco Bloemen,- -,- -,--,"Nov 01, 2023",1,1,--
others,James Wu,- -,- -,--,"Nov 01, 2023",1,1,--
others,Akilesh Potti,- -,- -,--,"Nov 01, 2023",1,1,--
others,Gregory Di Prisco,- -,- -,--,"Oct 24, 2023",1,1,--
others,John Lilic,- -,- -,--,"Oct 24, 2023",1,8,--
others,Joseph Quintilian,- -,- -,--,"Oct 24, 2023",1,1,--
others,Dieter Fishbein,- -,- -,--,"Oct 24, 2023",1,1,--
others,Gregory Markou,- -,- -,--,"Oct 24, 2023",1,1,--
others,Charlie Lee,- -,- -,--,"Oct 19, 2023",1,6,--
others,Brandon Gath,- -,- -,--,"Oct 19, 2023",1,1,--
others,Akash Garg,- -,- -,--,"Oct 19, 2023",1,2,--
others,Mike Lempres,- -,- -,--,"Oct 19, 2023",1,1,--
others,Captain Nemo,- -,- -,--,"Oct 17, 2023",1,2,--
others,Shreyansh Singh,- -,- -,--,"Oct 05, 2023",1,2,--
others,Mike Goryunov,- -,- -,--,"Oct 05, 2023",1,1,--
others,Ben Lakoff,- -,- -,--,"Sep 25, 2023",1,8,--
others,Furqan Rydhan,- -,- -,--,"Sep 21, 2023",1,5,--
others,Eric Tang,- -,- -,--,"Sep 21, 2023",1,2,--
others,Justin Kan,- -,- -,--,"Sep 21, 2023",1,11,--
others,Furqan Rydhan,- -,- -,--,"Sep 21, 2023",1,5,--
others,Diogo Monica,- -,- -,--,"Sep 21, 2023",1,11,--
others,Eric Tang,- -,- -,--,"Sep 21, 2023",1,2,--
others,Brandon Curtis,- -,- -,--,"Sep 21, 2023",1,2,--
others,Justin Kan,- -,- -,--,"Sep 21, 2023",1,11,--
others,Stefano Bernardi,- -,- -,--,"Sep 20, 2023",1,5,--
others,MacLane Wilkison,- -,- -,--,"Sep 20, 2023",1,3,--
others,Ryan Wyatt,- -,- -,--,"Sep 18, 2023",1,3,--
others,Alex Shevchenko,- -,- -,--,"Sep 18, 2023",1,6,--
others,Zach Abrams,- -,- -,--,"Sep 13, 2023",1,1,--
others,ChopChop,- -,- -,--,"Sep 12, 2023",1,1,--
others,Suhail Gangji,- -,- -,--,"Sep 12, 2023",1,2,--
others,Emile Dubie,- -,- -,--,"Sep 12, 2023",1,3,--
others,Xavier Ekkel,- -,- -,--,"Sep 12, 2023",1,2,--
others,Suhail Gangji,- -,- -,--,"Sep 12, 2023",1,2,--
others,Ameen Soleimani,- -,- -,--,"Sep 11, 2023",1,3,--
others,Cory Levy,- -,- -,--,"Sep 11, 2023",1,1,--
others,Manuel Araoz,- -,- -,--,"Sep 11, 2023",1,1,--
others,Paul Stahura,- -,- -,--,"Sep 05, 2023",1,2,--
others,Nick Schteringard,- -,- -,--,"Aug 31, 2023",1,1,--
others,Scott Belsky,- -,- -,--,"Aug 30, 2023",1,19,--
others,Sota Watanabe,- -,- -,--,"Aug 30, 2023",1,2,--
others,Nicholas Hu,- -,- -,--,"Aug 28, 2023",1,1,--
others,Xiao Zhang,- -,- -,--,"Aug 28, 2023",1,1,--
others,ArbVision,- -,- -,--,"Aug 27, 2023",1,1,--
others,Alex Gedevani,- -,- -,--,"Aug 27, 2023",1,1,--
others,Christopher Burniske,- -,- -,--,"Aug 27, 2023",1,1,--
others,Maex Ament,- -,- -,--,"Aug 23, 2023",1,7,--
others,Connect Ventures,Traditional Fund,--,--,"Aug 23, 2023",1,7,--
others,Trent McConaghy,- -,- -,--,"Aug 23, 2023",1,5,--
others,Gustav Kirstrup Arentoft,- -,- -,--,"Aug 15, 2023",1,2,--
others,Julia Rosenberg,- -,- -,--,"Aug 15, 2023",1,4,--
others,Matthew Dellavedova,- -,- -,--,"Aug 15, 2023",1,3,--
others,Ria Bhutoria,- -,- -,--,"Aug 15, 2023",1,1,--
others,Kaito Cunningham,- -,- -,--,"Aug 15, 2023",1,1,--
others,Dermot O'Riordan,- -,- -,--,"Aug 15, 2023",1,2,--
others,Packy McCormick,- -,- -,--,"Aug 15, 2023",1,19,--
others,Arnav Pagidyala,- -,- -,--,"Aug 15, 2023",1,2,--
others,Matt Alston,- -,- -,--,"Aug 15, 2023",1,1,--
others,Dave Balter,- -,- -,--,"Aug 15, 2023",1,2,--
others,Thomas Scaria,- -,- -,--,"Aug 15, 2023",1,1,--
others,Ryan Watkins,- -,- -,--,"Aug 08, 2023",1,3,--
others,Dillon Chen,- -,- -,--,"Aug 08, 2023",1,1,--
others,Sid Ramesh,- -,- -,--,"Aug 08, 2023",1,1,--
others,Vijay Chetty,- -,- -,--,"Aug 08, 2023",1,2,--
others,David Gogel,- -,- -,--,"Aug 08, 2023",1,2,--
others,Freddie Farmer,- -,- -,--,"Aug 08, 2023",1,4,--
others,Frederick Allen,- -,- -,--,"Aug 08, 2023",1,1,--
others,Ejaaz Ahamadeen,- -,- -,--,"Aug 07, 2023",1,2,--
