Rank,Name,Price,Market Cap,FDV,Ecosystem,Exchange
--,Bitazza BTZ,$0.041,--,$123.82 M,,
--,AIAChain AIA,$0.0011,--,$115.62 M,,MEXC
--,Intelly INTL,$0.112,--,$112.09 M,,LBank
--,DexNet DEXNET,$0.037,--,$111.62 M,,XT.COM
--,GG MetaGame GGMT,$0.01,--,$109.13 M,Ethereum,"MEXC, BitMart, Bitrue"
--,BasedAI BASEDAI,$3.04,--,$108.78 M,,"Uniswap, OpenOcean, Poloniex"
--,H2O Securities H2ON,$0.01,--,$104.33 M,BNB Chain,
--,UbitEx UB,$1.02,--,$102.82 M,,MEXC
--,Zeeverse VEE,$0.00077,--,$101.98 M,Ethereum,
--,Pantos PAN,$0.099,--,$99.04 M,"Ethereum, (testnet), Polygon, (testnet), BNB Chain, (testnet), Avalanche, (testnet), Fantom, (testnet), Celo, (testnet), Cronos, (testnet)",HitBTC
--,Foxy FOXY,$0.0097,--,$97.59 M,Linea,"OKX, Bybit, KuCoin, MEXC, Gate.io, LBank, BingX, BitMart, Phemex, CoinEx"
--,Zebec Protocol ZBCN,$0.00093,--,$95.44 M,"BNB Chain, Solana","OKX, HTX, Bitget, KuCoin, MEXC, Crypto.com, Gate.io, Orca, Jupiter, XT.COM, BingX, AscendEX, Bitrue, CoinEx, BTSE"
--,Alitas ALT,$0.092,--,$94.18 M,,XT.COM
--,Subsquid SQD,$0.068,--,$91.04 M,"Ethereum, Polygon, BNB Chain, Avalanche, Fantom, SKALE, Boba, Polkadot, Acala, Merlin Chain, Neon, Aleph Zero, Berachain, X Layer","Bybit, KuCoin, MEXC, Gate.io, Uniswap, Coinlist, CoinEx"
--,Pizza PIZZA,$3.29,--,$78.26 M,,"HTX, Gate.io, XT.COM, LBank, BingX, BitMart, AscendEX, Poloniex, CoinEx"
--,Moonwell WELL,$0.015,--,$75.06 M,"Base, Moonriver, Moonbeam","HTX, KuCoin, Gate.io, BingX"
--,Masa MASA,$0.046,--,$73.44 M,"Ethereum, Polygon, BNB Chain, Avalanche, Base, Celo, Injective","HTX, Bitget, Bybit, KuCoin, MEXC, Gate.io, BingX, BitMart, Phemex, Coinone, Bitrue, Coinlist, Bilaxy, CoinEx, BTSE"
--,Router Protocol ROUTE,$0.07,--,$69.94 M,"Ethereum, Polygon, BNB Chain, Avalanche, Arbitrum, Optimism, Base, Linea, Fantom, Harmony, Cronos, Kava, Mantle",
--,GAM3S.GG G3,$0.068,--,$68.02 M,,"Bybit, KuCoin, Gate.io, Bilaxy"
--,SubQuery SQT,$0.0063,--,$66.07 M,"Avalanche, Near, Scroll, Cosmos, Polkadot, Algorand, Flare Network","Bybit, Crypto.com, Gate.io, Uniswap"
--,Gosleep ZZZ,$0.1039,--,$62.37 M,"Ethereum, Arbitrum","Bitget, MEXC, Gate.io, BingX, BitMart"
--,Cellana Finance CELL,$0.059,--,$61.53 M,Aptos,
--,Bitcoin Virtual Machine BVM,$0.6136,--,$61.36 M,,"MEXC, Gate.io, Uniswap, XT.COM, BitMart, Poloniex, BTSE"
--,xx network XX,$0.063,--,$60.45 M,,"MEXC, LBank, Coinstore"
--,Common Wealth WLTH,$0.059,--,$59.41 M,,"KuCoin, MEXC, Gate.io, OpenOcean"
--,OpenChat CHAT,$0.3891,--,$55.55 M,Internet Computer,
--,Realio Network RIO,$0.9871,--,$55.33 M,,"OKX, HTX, KuCoin, MEXC, BingX, Bitrue, Poloniex, CoinEx"
--,My Lovely Planet MLC,$0.1559,--,$54.58 M,Polygon,"MEXC, Uniswap, LBank"
--,Aperture Finance APTR,$0.054,--,$54.57 M,"Ethereum, Polygon, BNB Chain, Avalanche, Arbitrum, Optimism, Base, Scroll, Manta","Bybit, Gate.io, Uniswap, BingX, BitMart, CoinEx"
--,MetaMUI MMUI,$0.05,--,$53.87 M,,"MEXC, LBank"
--,Aquacity AQUACITY,$0.019,--,$53.75 M,,
--,ABBC ABBC,$0.0074,--,$53.75 M,,"HTX, Bitget, KuCoin, MEXC, Gate.io, LATOKEN"
--,Andromeda ANDR,$0.053,--,$53.69 M,Cosmos,"MEXC, Gate.io"
--,CoreVault CORE,"$5,298.51",--,$53.3 M,Ethereum,Gate.io
--,SEAMANS TEC SEAT,$0.01,--,$53.16 M,Polygon,"MEXC, Gate.io"
--,PrivateAI PGPT,$0.5297,--,$52.97 M,,Bitget
--,DeltaPrime PRIME,$1.09,--,$51.12 M,"Avalanche, Arbitrum",
--,Hippo Wallet HPO,$0.0051,--,$50.91 M,,"LBank, BitMart, Bitrue"
--,Few and Far FAR,$0.1016,--,$50.81 M,Near,MEXC
--,Multichain MULTI,$0.4436,--,$50.72 M,"Ethereum, Polygon, BNB Chain, Avalanche, Arbitrum, Optimism, ZkSync, Aptos, Near, Fantom, Gnosis Chain, Celo, Boba, Harmony, Aurora, Cronos, Metis, Oasis, Fuse, Telos, KardiaChain, IoTeX, Conflux, Klaytn, Evmos, Kava, Astar, Moonriver, Moonbeam, TomoChain, CLV, KCC, OKC, GateChain, HECO, Velas, EOS EVM, Ontology, Godwoken, BitTorrent, Fusion, ThunderCore, Findora, Litecoin, XRP Ledger, Scroll, Sei Network, Mantle","Kraken, MEXC, Gate.io, SushiSwap, XT.COM"
--,HorusLayer HRX,$1.27,--,$49.67 M,BNB Chain,
--,Reental RNT,$0.2456,--,$49.12 M,,SushiSwap
--,ONUS ONUS,$0.4864,--,$49.07 M,,
--,zkLend ZEND,$0.4782,--,$47.82 M,StarkNet,"Bybit, KuCoin, XT.COM, CoinEx"
--,Runecoin RSIC,$0.0022,--,$47.23 M,,"OKX, XT.COM, BitMart, Bitrue"
--,Avive AVIVE,$0.0047,--,$47.14 M,Arbitrum,"OKX, BingX, Bitrue"
--,Vtrading VT,$0.045,--,$45.75 M,,"MEXC, Gate.io"
--,EtherMail EMT,$0.045,--,$45.24 M,Ethereum,"Bitget, MEXC, Gate.io"
--,Fathom Protocol FTHM,$0.039,--,$44.88 M,XDC Network,Bitrue
--,Fjord Foundry FJO,$0.4394,--,$43.94 M,"Ethereum, Polygon, BNB Chain, Avalanche, Optimism, Base, Blast","Uniswap, XT.COM, BingX, BitMart, CoinEx"
--,Galaxis GALAXIS,$0.0056,--,$43.11 M,,Bybit
--,Oobit OBT,$0.041,--,$41.6 M,,"MEXC, Gate.io"
--,GlitzKoin GTN,$0.041,--,$41.05 M,,
--,GenomeFi GENO,$0.04,--,$40.98 M,Polygon,MEXC
--,DeMR DMR,$0.00027,--,$40.48 M,,"Bitget, Gate.io"
--,SoulLand SLT,$0.039,--,$40.09 M,BNB Chain,Bitget
--,OSIS OSIS,$0.3967,--,$39.67 M,Polygon,"MEXC, BitMart"
--,xRocket XROCK,$0.095,--,$39.47 M,,
--,xMoney UTK,$0.038,--,$39.22 M,,"Binance, OKX, HTX, KuCoin, Gate.io, ProBit, LATOKEN, BingX, WhiteBIT, Bitrue, Tokocrypto, Bitvavo, CoinEx, HitBTC"
--,Meta Pool META,$0.039,--,$38.59 M,"Ethereum, Near, Aurora",
--,UDAO UDAO,$0.1905,--,$38.1 M,Polygon,"MEXC, Gate.io"
--,Lif3 LIF3,$0.0053,--,$37.6 M,"Ethereum, Arbitrum, Optimism, Base, Fantom","Bitfinex, MEXC, BitMart"
--,Electric Vehicle Zone EVZ,$0.0044,--,$37.5 M,Ethereum,
--,Truebit TRU,$0.1573,--,$36.52 M,,"MEXC, SushiSwap, BitMart, Bilaxy"
--,BETHEL BECX,$0.036,--,$36.49 M,Polygon,"MEXC, BitMart, Coinstore"
--,AI Arena NRN,$0.036,--,$36.29 M,,"Bybit, KuCoin, MEXC, Crypto.com, Gate.io, CoinEx"
--,FingeRate MSOT,$0.019,--,$35.98 M,,LATOKEN
--,Carrieverse CVTX,$0.036,--,$35.91 M,Polygon,"Bitget, MEXC, Gate.io, XT.COM, ProBit, BingX"
--,Coreum COREUM,$0.07,--,$35.2 M,,"Bitget, MEXC, Gate.io, Osmosis, BitMart, Bitrue, Poloniex"
--,DeFi Kingdoms JEWEL,$0.1161,--,$34.68 M,"Harmony, Klaytn",
--,Ajuna AJUN,$0.067,--,$33.82 M,Polkadot,MEXC
--,NuLink NLK,$0.033,--,$33.73 M,Polkadot,"Bybit, KuCoin, Gate.io, BitMart, AscendEX, CoinEx"
--,Beefy Finance BIFI,$0.00025,--,$33.72 M,"Polygon, BNB Chain, Avalanche, Arbitrum, Optimism, Linea, Fantom, Celo, Harmony, Aurora, Cronos, Metis, Oasis, Fuse, Polygon zkEVM, Kava, Moonriver, Moonbeam, HECO","Binance, Gate.io, BingX, Bitrue, Tokocrypto, CoinEx"
--,NeuroWeb.AI NEURO,$0.056,--,$33.56 M,Polkadot,"MEXC, Gate.io"
--,Zeta Markets ZEX,$0.033,--,$33.48 M,Solana,"Bybit, KuCoin, MEXC, Gate.io, BingX, BitMart, CoinEx"
--,Maxity MAX,$0.033,--,$33.45 M,"Ethereum, Polygon","MEXC, BitMart"
--,Ton Raffles RAFF,$0.3337,--,$33.37 M,TON,
--,Alien Base ALB,$0.065,--,$33.26 M,Base,"Uniswap, SushiSwap"
--,Xenios XNC,$0.2995,--,$32.94 M,,
--,Axo AXO,$0.7559,--,$31.74 M,Cardano,"MEXC, BitMart"
--,Smart Mall SMT,$0.2953,--,$31.15 M,,
--,Overnight OVN,$48.52,--,$31.05 M,"Polygon, BNB Chain, Avalanche, Optimism, Base",
--,impactMarket PACT,$0.00018,--,$29.53 M,Celo,
--,TRALA TRALA,$0.032,--,$28.84 M,,Gate.io
--,MetalSwap XMT,$0.014,--,$28.79 M,"Ethereum, Polygon, BNB Chain, Optimism, Linea, (testnet)",
--,JPEG'd JPEG,$0.00028,--,$28.08 M,Ethereum,
--,TonUP UP,$0.28,--,$27.99 M,TON,"Bitget, MEXC, Gate.io, XT.COM, BingX, BitMart"
--,Jellyfish Mobile JFISH,$0.027,--,$27.53 M,Ethereum,
--,HashPalette PLT,$0.027,--,$27.38 M,,Bybit
--,NIM Network NIM,$0.027,--,$27.36 M,Dymension,"HTX, MEXC, Poloniex"
--,Assemble Protocol ASM,$0.018,--,$27.08 M,,"Coinbase, Gate.io, XT.COM, Coinone"
--,YooShi YOOSHI,$0.000000026,--,$26.88 M,,"MEXC, Gate.io, LATOKEN, LBank, Bitrue, CoinEx"
--,TurtSat TURT,$0.002,--,$26.47 M,Bitcoin,"HTX, Bitget, KuCoin, MEXC, Gate.io, XT.COM, LBank, BingX, BitMart, FameEX, Bilaxy, CoinEx"
--,ArithFi ATF,$0.026,--,$26.38 M,BNB Chain,
--,XRADERS XR,$0.2637,--,$26.37 M,BNB Chain,"OKX, HTX, KuCoin, MEXC, Gate.io, Deepcoin, LBank, BingX, BitMart, CoinEx, BTSE"
--,Sturdy STRDY,$0.2589,--,$25.89 M,"Ethereum, Fantom, Mode",Uniswap
--,Param Labs PARAM,$0.012,--,$25.76 M,,"HTX, Bitget, Bybit, MEXC, Gate.io, Uniswap, CoinEx"
--,Ethical Finance ETHI,$0.0012,--,$25.43 M,Polygon,Coinstore
--,INTO TOX,$0.1525,--,$25.3 M,,"HTX, MEXC, Gate.io"
--,Deeper Network DPR,$0.0025,--,$24.93 M,,"KuCoin, MEXC, Gate.io, LATOKEN, BingX"
--,Engines of Fury FURY,$0.2029,--,$24.35 M,,"HTX, Bitget, KuCoin, MEXC, Gate.io, BingX, BitMart, Bitrue"
--,HUMAN Protocol HMT,$0.024,--,$23.94 M,"Ethereum, MultiversX","Bitfinex, MEXC, Gate.io, LATOKEN, BingX, Coinlist, CoinEx"
--,Pegasys PSYS,$0.2332,--,$23.32 M,,
--,Jobchain JOB,$0.00022,--,$22.98 M,,"ProBit, LATOKEN"
--,Polimec PLMC,$0.2273,--,$22.73 M,Polkadot,"MEXC, XT.COM"
--,SENSO SENSO,$0.032,--,$22.68 M,"Polygon, (soon)","KuCoin, MEXC, Gate.io, LATOKEN, LBank, Poloniex"
--,VyFinance VYFI,$0.05,--,$22.56 M,Cardano,
--,Meson Network MSN,$0.2248,--,$22.48 M,"Ethereum, Arbitrum","OKX, HTX, Bitget, KuCoin, MEXC, Gate.io, LBank, BingX, BitMart, AscendEX, Poloniex, Coinlist, CoinEx"
--,Metatime MTC,$0.0022,--,$22.46 M,,"Bitget, MEXC"
--,AVACOIN AVACN,$0.0006,--,$22.11 M,TON,Bitget
--,DigiFinex DFT,$0.01,--,$22.08 M,,
--,Banano BAN,$0.0034,--,$21.91 M,"Polygon, BNB Chain, Fantom",
--,Faith Tribe FTRB,$0.0043,--,$21.79 M,"Ethereum, (soon), Polygon, (soon)","Gate.io, BitMart, AscendEX"
--,BonusBlock BONUS,$0.2174,--,$21.72 M,Arbitrum,"Bybit, Gate.io"
--,Ethlas ELS,$0.061,--,$21.47 M,Polygon,"Gate.io, CoinEx"
--,Nahmii NII,$0.00017,--,$21.46 M,Ethereum,"Gate.io, SushiSwap"
--,Bitbase BTBS,$0.1575,--,$21.09 M,,
--,Bit.Country NUUM,$0.02,--,$20.99 M,Polkadot,"Bitget, Gate.io, BitMart"
--,KTX.Finance KTC,$0.2091,--,$20.91 M,"BNB Chain, Mantle","MEXC, BingX"
--,Konnect KCT,$0.002,--,$20.85 M,,"HTX, Gate.io"
--,SpiderSwap SPDR,$0.016,--,$20.49 M,Solana,"Raydium, Orca, Jupiter"
--,PACMOON PAC,$0.019,--,$19.77 M,Blast,CoinEx
--,MerlinStarter MSTAR,$0.019,--,$19.43 M,Merlin Chain,"Bybit, Gate.io, BingX, CoinEx"
--,Touch.Fan TFT,$0.0056,--,$19.04 M,ZkSync,SyncSwap
--,NessLab NESS,$0.037,--,$18.75 M,,"Bitget, Bybit"
--,XSwap XSWAP,$0.052,--,$18.5 M,"Ethereum, Polygon, Avalanche, Arbitrum, Optimism, Base","MEXC, Gate.io, Uniswap"
--,Playbux PBUX,$0.04,--,$18.48 M,BNB Chain,"HTX, Bitget, Bybit, KuCoin, MEXC, Gate.io, BitMart, Bilaxy, CoinEx"
--,ClassZZ CZZ,$0.006,--,$18.16 M,,Gate.io
--,Convergence CVG,$0.0014,--,$17.55 M,Ethereum,
--,Steakd SDX,$0.000000015,--,$17.2 M,BNB Chain,
--,Verida VDA,$0.017,--,$17.15 M,"Ethereum, Polygon, Near, Polkadot, Algorand","MEXC, Gate.io, Uniswap, QuickSwap"
--,RWA Finance RWAS,$0.034,--,$17.13 M,Arbitrum,XT.COM
--,Circular Protocol CIRX,$0.0011,--,$16.93 M,,"XT.COM, BitMart"
--,StackSwap STSW,$0.016,--,$16.8 M,Stacks,BitMart
--,ZED RUN ZED,$0.016,--,$16.7 M,Polygon,"HTX, Crypto.com, CoinEx"
--,LBank LBK,$0.0082,--,$16.57 M,,"Gate.io, LBank"
--,AstraAI ASTRA,$1.27,--,$16.08 M,,
--,KLAYswap KSP,$0.1273,--,$16.08 M,Klaytn,Coinone
--,IntentX INTX,$0.1574,--,$15.74 M,"Base, Blast, Mantle","Bybit, Gate.io"
--,TMN Global TMNG,$0.017,--,$15.68 M,,MEXC
--,ICLight.house ICL,$0.073,--,$15.35 M,Internet Computer,
--,RENEC RENEC,$0.2047,--,$15.27 M,,BitMart
--,Egochain EGAX,$1.15,--,$15.08 M,Cosmos,"MEXC, BitMart"
--,Koi Finance KOI,$0.015,--,$15.07 M,ZkSync,"MEXC, Uniswap, BingX"
--,WEWESWAP WEWE,$0.00015,--,$15.02 M,Base,
--,Bitcoin Cats 1CAT,$0.0024,--,$14.74 M,"Bitcoin, Ethereum","HTX, Bitget, KuCoin, MEXC, Gate.io, XT.COM, LATOKEN, BingX, BitMart, Bitrue, BIGONE, Bilaxy, CoinEx, BTSE"
--,RunesTerminal RUNI,$0.6955,--,$14.6 M,Bitcoin,"MEXC, Gate.io, BitMart"
--,Pyrin PYI,$0.012,--,$14.46 M,,"MEXC, XT.COM, CoinEx"
--,Digitra.com DGTA,$0.047,--,$14.25 M,,
--,Y8U Y8U,$0.014,--,$14.12 M,,"MEXC, Gate.io"
--,Metal Blockchain METAL,$0.041,--,$13.98 M,,"MEXC, Gate.io"
--,Monopoly Millionaire Game MMC,$0.013,--,$13.97 M,BNB Chain,Bybit
--,CENNZnet CENNZ,$0.011,--,$13.61 M,Ethereum,MEXC
--,iZUMi Finance IZI,$0.0067,--,$13.55 M,"Ethereum, Polygon, BNB Chain, Arbitrum, ZkSync, Linea, Scroll, Mantle, BOB, Mode, zkLink, ZetaChain, Manta, ZKFair","Bybit, KuCoin, MEXC, Gate.io, SyncSwap, BingX, CoinEx"
--,BioPassport BIOT,$0.0014,--,$13.31 M,,
--,Änosys HLN,$0.088,--,$13.22 M,"Songbird, Flare Network",
--,Friend3 F3,$0.013,--,$13.16 M,"BNB Chain, opBNB","Bitget, MEXC, Gate.io, ProBit, BingX, BitMart"
--,HYPERCOMIC HYCO,$0.012,--,$12.65 M,,"MEXC, Gate.io, SyncSwap"
--,Taxa Network TXT,$0.0012,--,$12.52 M,,Gate.io
--,Fungify FUNG,$0.012,--,$12.34 M,Ethereum,Uniswap
--,BitForex BF,$0.0012,--,$12.22 M,,
--,Medieval Empires MEE,$0.0074,--,$12.2 M,"Polygon, (soon)","Bybit, MEXC, QuickSwap, BingX"
--,CONUN CON,$0.0024,--,$12.18 M,,Bitget
--,TeleportDAO TST,$0.012,--,$12.17 M,"Bitcoin, Polygon","Bitget, Bybit, KuCoin, Gate.io, Coinlist, CoinEx"
--,Cradles CRDS,$0.04,--,$12.03 M,Arbitrum,Bybit
--,BovineVerse BVT,$0.012,--,$12.02 M,Polygon,"MEXC, Gate.io, LBank"
--,BTEX BT,$0.023,--,$11.86 M,,
--,Viction VIC,$0.2704,--,$11.82 M,,
--,Laika AI LKI,$0.011,--,$11.78 M,,"KuCoin, MEXC, Gate.io"
--,Thetan Arena THG,$0.027,--,$11.76 M,BNB Chain,"OKX, MEXC, Gate.io, BingX, BitMart, CoinEx"
--,3Dpass P3D,$0.0037,--,$11.69 M,,"MEXC, XT.COM, CoinEx"
--,Klayr KLY,$0.062,--,$11.52 M,,"Bitrue, CoinEx"
--,Icon.X World ICNX,$0.099,--,$11.4 M,Polygon,MEXC
--,Sensay SNSY,$0.0011,--,$11.39 M,,"MEXC, Uniswap, SushiSwap"
--,Equalizer EQUAL,$4.53,--,$11.33 M,Fantom,
--,Patex PATEX,$1.41,--,$11.29 M,,"KuCoin, MEXC, Gate.io, CoinEx"
--,LiNEAR Protocol LNR,$0.009,--,$11.26 M,Near,"Gate.io, CoinEx"
--,Uranium3o8 U,$0.5584,--,$11.11 M,Ethereum,Camelot
--,WX Network WX,$0.01,--,$10.97 M,Waves,
--,EvryNet EVRY,$0.01,--,$10.94 M,,"MEXC, Gate.io"
--,Digiverse DIGI,$0.073,--,$10.92 M,BNB Chain,MEXC
--,EthXY SEXY,$0.1668,--,$10.84 M,Base,"MEXC, Bilaxy"
--,Capverse CAP,$0.054,--,$10.84 M,,MEXC
--,Outlanders LAND,$0.0053,--,$10.72 M,BNB Chain,"MEXC, Gate.io"
--,Modclub MOD,$0.011,--,$10.66 M,Internet Computer,
--,Qitmeer Network MEER,$0.016,--,$10.52 M,,"MEXC, BingX"
--,Stryke SYK,$0.088,--,$10.49 M,"Polygon, Arbitrum","Bitget, Camelot, OpenOcean"
--,DAOSquare RICE,$0.1049,--,$10.27 M,,Gate.io
--,illumineX IX,$0.1799,--,$10.25 M,Oasis,Uniswap
--,Kernel Protocol KERN,$3.61,--,$10.23 M,Ethereum,"XT.COM, CoinEx"
--,PlatinX PTX,$0.0019,--,$10.18 M,,BitMart
--,Godechain GODE,$0.001,--,$10.15 M,,"MEXC, BitMart"
--,Hillstone Finance HSF,$0.1018,--,$10.13 M,"Ethereum, BNB Chain","HTX, MEXC, Gate.io, LATOKEN"
--,Ordify ORFY,$0.099,--,$9.99 M,"Bitcoin, Ethereum, Polygon, BNB Chain, Solana, Avalanche, Arbitrum, Optimism, Base","MEXC, Gate.io"
--,HedgeTrade HEDG,$0.0093,--,$9.81 M,,ProBit
--,Domi Online DOMI,$0.0096,--,$9.62 M,"Ethereum, BNB Chain, Avalanche","Gate.io, Uniswap, BingX"
--,Ore ORE,$854.58,--,$9.41 M,Solana,"Raydium, Orca, Jupiter, CoinEx"
--,Shimmer Network SMR,$0.0064,--,$9.34 M,,"Bitfinex, MEXC"
--,Kim Protocol KIM,$0.0092,--,$9.26 M,Mode,"MEXC, Gate.io"
--,Klaydice DICE,$0.0092,--,$9.23 M,Klaytn,"Bybit, MEXC"
--,Nestree EGG,$0.0029,--,$8.91 M,"Ethereum, Polygon",Coinone
--,Getaverse GETA,$0.00014,--,$8.87 M,BNB Chain,Gate.io
--,TMN Global TMNG,$0.017,--,$8.83 M,,MEXC
--,Safle SAFLE,$0.008,--,$8.8 M,,"QuickSwap, LBank"
--,Eternal AI EAI,$0.0086,--,$8.63 M,Bitcoin,"MEXC, Uniswap"
--,Lumi Finance LUA,$3.74,--,$8.58 M,Arbitrum,Uniswap
--,Evernode EVR,$0.098,--,$8.58 M,XRP Ledger,"MEXC, BitMart, Bitrue"
--,Banana Market BNAN,$0.04,--,$8.58 M,Bitcoin,
--,Dither DITH,$0.059,--,$8.43 M,Solana,"Raydium, Orca, Jupiter"
--,FingerprintsDAO PRINTS,$0.8237,--,$8.23 M,,
--,Storm Warfare JAN,$0.0079,--,$8.05 M,Ethereum,"Bitget, MEXC"
--,1intro INTRO,$0.008,--,$8.03 M,Solana,"Orca, Jupiter, Poloniex"
--,NOBLEBLOCKS NOBL,$0.008,--,$8.03 M,Internet Computer,Uniswap
--,PairedWorld $PAIRED,$0.0079,--,$7.99 M,Ethereum,"XT.COM, LBank"
--,Synonym Finance SYNO,$0.0099,--,$7.95 M,"Ethereum, Polygon, BNB Chain, Avalanche, Arbitrum, Optimism, Fantom",Gate.io
--,AliceNet ALCA,$0.016,--,$7.88 M,,
--,EarlyFans EARLY,$0.0078,--,$7.87 M,Blast,"MEXC, Gate.io"
--,SNPIT SNPT,$0.081,--,$7.81 M,Polygon,"MEXC, Gate.io"
--,Cosmic Network COSMIC,$0.077,--,$7.71 M,,MEXC
--,AOFverse AFG,$0.0077,--,$7.71 M,,"Bybit, KuCoin"
--,Fry FRY,$0.0008,--,$7.65 M,Algorand,
--,Solclout SCT,$0.008,--,$7.58 M,Solana,MEXC
--,Block Ape Scissors BAS,$0.075,--,$7.55 M,BNB Chain,
--,Rodeo Finance RDO,$0.016,--,$7.54 M,Arbitrum,Camelot
--,Slingshot SLING,$0.0015,--,$7.52 M,,
--,Dappad APPA,$0.0065,--,$7.51 M,ZkSync,"Bitget, SyncSwap"
--,Prophet PPS,$4.84,--,$7.5 M,,
--,Nostra NSTR,$0.074,--,$7.41 M,StarkNet,"MEXC, Gate.io, Uniswap, XT.COM, CoinEx"
--,Galaxy Finance GFT,$0.012,--,$7.38 M,,
--,CoinLoan CLT,$0.3291,--,$7.23 M,,
--,GATENet GATE,$0.0052,--,$7.23 M,,
--,Duckdao DD,$0.5418,--,$7.16 M,"Ethereum, BNB Chain",MEXC
--,The Grapes GRAPE,$0.0035,--,$7.08 M,Ethereum,"Bitget, Bybit, KuCoin, AscendEX"
--,ReactorFusion RF,$0.012,--,$6.93 M,ZkSync,
--,Asterix ASTX,$607.53,--,$6.87 M,,"XT.COM, Bilaxy"
--,Lumenswap LSP,$0.0068,--,$6.83 M,,ProBit
--,Dubbz DUBBZ,$0.6826,--,$6.82 M,Ethereum,
--,Multiverse AI,$0.00026,--,$6.67 M,,KuCoin
--,Forward Protocol FORWARD,$0.0013,--,$6.52 M,"Ethereum, Polygon, BNB Chain, Avalanche, Near, SKALE, Aurora, Metis, Telos, Reef, KCC, OKC, REI Network, XDC Network","KuCoin, MEXC, Uniswap, AscendEX"
--,Animal Concerts ANML,$0.00014,--,$6.48 M,"Polygon, (soon), Klaytn, (soon)","HTX, MEXC, Gate.io, LATOKEN, BitMart, AscendEX, CoinEx"
--,Bit.Store STORE,$0.0064,--,$6.48 M,,"KuCoin, Gate.io, LATOKEN"
--,Miner Arena MINAR,$0.032,--,$6.44 M,BNB Chain,"MEXC, BitMart"
--,UpOnly UPO,$0.04,--,$6.38 M,Polygon,"KuCoin, MEXC, QuickSwap, BitMart"
--,Unlock Protocol UDT,$5.21,--,$6.37 M,"Ethereum, Polygon, BNB Chain, Gnosis Chain, Celo",
--,Exorde protocol EXD,$0.031,--,$6.35 M,,MEXC
--,GURU Network GURU,$0.0063,--,$6.32 M,,"MEXC, Uniswap, BitMart, CoinEx"
--,WINkLink WIN,$0.00008,--,$6.31 M,Tron,
--,NexGami NEXG,$0.0041,--,$6.23 M,,"HTX, Bitget, KuCoin, Gate.io, XT.COM, BingX, BTSE"
--,Balance AI BAI,$1.99,--,$6.13 M,,
--,StarSharks SSS,$0.054,--,$6.12 M,BNB Chain,
--,DIFX DIFX,$0.091,--,$6.08 M,,
--,BitBrawl BRAWL,$0.0006,--,$6.06 M,Solana,"Bybit, KuCoin, MEXC, Gate.io"
--,Fluidity FLY,$0.006,--,$6.01 M,"Solana, Arbitrum, Sui",Uniswap
--,Brave Frontier Heroes BPC,$0.006,--,$6.01 M,Ethereum,MEXC
--,Pop Social PPT,$0.028,--,$6 M,,"Bitget, Bybit, MEXC, Gate.io, BingX, BitMart"
--,MuesliSwap MILK,$0.5995,--,$5.99 M,"Cardano, Milkomeda, SmartBCH",CoinEx
--,Hypertensor TENSOR,$6.57,--,$5.95 M,,
--,Mdex MDX,$0.017,--,$5.92 M,"Ethereum, BNB Chain, HECO","LATOKEN, Bitrue, HitBTC"
--,CodeXchain CDX,$0.0042,--,$5.89 M,,MEXC
--,XRGB XRGB,$0.023,--,$5.8 M,,"XT.COM, Bilaxy, CoinEx"
--,StoryFire BLAZE,$0.00029,--,$5.8 M,BNB Chain,"MEXC, Gate.io, BingX"
--,SafeStake DVT,$0.052,--,$5.67 M,Ethereum,
--,Attila ATT,$0.0016,--,$5.51 M,,
--,VMPX VMPX,$0.02,--,$5.45 M,,"MEXC, Gate.io, XT.COM, BingX, Poloniex, CoinEx"
--,OrangeDX O4DX,$0.047,--,$5.36 M,Bitcoin,"MEXC, Gate.io, ProBit, BingX, BitMart, Poloniex"
--,infraX INFRA,$5.06,--,$5.35 M,Ethereum,
--,Moonboots DAO MBDAO,$0.045,--,$5.34 M,,
--,Solfiles FILES,$0.00051,--,$5.17 M,Solana,Raydium
--,Inery INR,$0.0063,--,$5.1 M,,"HTX, BitMart"
--,MetaVisa MESA,$0.000097,--,$5.09 M,Ethereum,"HTX, Gate.io, LATOKEN"
--,Virtue Poker VPP,$0.0061,--,$5.05 M,Ethereum,MEXC
--,DefiSpot SPOT,$0.005,--,$5.03 M,"Ethereum, BNB Chain, THORChain, Litecoin","KuCoin, MEXC, Gate.io"
--,Orchai OCH,$0.2483,--,$4.96 M,,"MEXC, Uniswap"
--,BRC20.com .COM,$0.2361,--,$4.95 M,,"HTX, Bitget, Bybit, MEXC, Gate.io, XT.COM, CoinEx"
--,POA Network POA,$0.016,--,$4.93 M,Ethereum,
--,Solvent SVT,$0.049,--,$4.91 M,Solana,Gate.io
--,NEO TOKYO BYTES,$2.6,--,$4.9 M,,Uniswap
--,Lends LENDS,$0.0077,--,$4.9 M,THORChain,"Bybit, KuCoin, MEXC, Gate.io"
--,BTCs BTCS,$0.2002,--,$4.8 M,,"Gate.io, BitMart"
--,Genesys DNA,$0.1184,--,$4.64 M,Fantom,"MEXC, LBank, BitMart"
--,Solbank SB,$128.29,--,$4.63 M,Solana,"Raydium, Jupiter"
--,Orbit Chain ORC,$0.0042,--,$4.62 M,"Ethereum, Polygon, BNB Chain, Celo, Klaytn, HECO","HTX, Gate.io, LATOKEN"
--,T2T2 T2T2,$0.00046,--,$4.6 M,Base,Bitget
