Name,Tag,Ecology,Hyperlink
DeFinerFIN,DeFi、Lending,"Ethereum, BNB Chain",https://www.rootdata.com/Projects/detail/DeFiner?k=MjI0
LendChain,DeFi、Lending,Ethereum,https://www.rootdata.com/Projects/detail/LendChain?k=MjI1
ETHA LendETHA,DeFi,"Polygon, Avalanche",https://www.rootdata.com/Projects/detail/ETHA%20Lend?k=MjI2
Reserve protocolRSR,DeFi、Stablecoin Protocol,"Ethereum, Base",https://www.rootdata.com/Projects/detail/Reserve%20protocol?k=MjI3
MoneyOnChainMOC,DeFi、Derivatives,RSK,https://www.rootdata.com/Projects/detail/MoneyOnChain?k=MjI4
Vega ProtocolVEGA,DeFi、Infra、Layer1、Derivatives,Cosmos,https://www.rootdata.com/Projects/detail/Vega%20Protocol?k=MjI5
Domani ProtocolDEXTF,DeFi、Asset Management,Ethereum,https://www.rootdata.com/Projects/detail/Domani%20Protocol?k=MjMw
InstadappINST,DeFi、DEX Aggregator、Asset Dashboards,"Ethereum, Polygon, Avalanche",https://www.rootdata.com/Projects/detail/Instadapp?k=MjMx
AllianceBlockNXRA,DeFi、RWA,"Ethereum, Polygon, BNB Chain",https://www.rootdata.com/Projects/detail/AllianceBlock?k=MjMy
UniswapUNI,DeFi、DEX,"Ethereum, Polygon, BNB Chain",https://www.rootdata.com/Projects/detail/Uniswap?k=MjMz
NewDexDEX,DeFi、DEX,"BNB Chain, EOS",https://www.rootdata.com/Projects/detail/NewDex?k=MjM0
TTswap,DeFi、DEX,ThunderCore,https://www.rootdata.com/Projects/detail/TTswap?k=MjM1
Kaidex,DeFi、DEX,KardiaChain,https://www.rootdata.com/Projects/detail/Kaidex?k=MjM2
Hydro ProtocolHOT,DeFi、DEX,Ethereum,https://www.rootdata.com/Projects/detail/Hydro%20Protocol?k=MjM3
AldrinRIN,DeFi、DEX,Solana,https://www.rootdata.com/Projects/detail/Aldrin?k=MjM4
Coin98 FinanceC98,DeFi、DEX、Lending、Wallet,"Ethereum, Polygon, BNB Chain",https://www.rootdata.com/Projects/detail/Coin98%20Finance?k=MjM5
Unifi ProtocolUNFI,DeFi、DEX、Cross-chain Bridge,"Ethereum, Polygon, BNB Chain",https://www.rootdata.com/Projects/detail/Unifi%20Protocol?k=MjQw
LumiaORN,DeFi、DEX、DEX Aggregator、CeDeFi,"Ethereum, Polygon, BNB Chain",https://www.rootdata.com/Projects/detail/Lumia?k=MjQx
TokenlonLON,DeFi、DEX、DEX Aggregator,"Ethereum, Arbitrum",https://www.rootdata.com/Projects/detail/Tokenlon?k=MjQy
BrightIDBRIGHT,DID,"Ethereum, Gnosis Chain",https://www.rootdata.com/Projects/detail/BrightID?k=MjQz
DAO MakerDAO,Launchpad,"Ethereum, Polygon, BNB Chain",https://www.rootdata.com/Projects/detail/DAO%20Maker?k=MjQ0
MVLMVL,Infra、Layer1,None,https://www.rootdata.com/Projects/detail/MVL?k=MjQ1
Locus ChainLOCUS,Infra、Layer1,None,https://www.rootdata.com/Projects/detail/Locus%20Chain?k=MjQ2
NKNNKN,Infra、Layer1,None,https://www.rootdata.com/Projects/detail/NKN?k=MjQ3
QuarkChainQKC,Infra、Layer1,None,https://www.rootdata.com/Projects/detail/QuarkChain?k=MjQ4
Terra ClassicLUNC,Infra、Layer1,Cosmos,https://www.rootdata.com/Projects/detail/Terra%20Classic?k=MjQ5
AvalancheAVAX,Infra、Layer1,None,https://www.rootdata.com/Projects/detail/Avalanche?k=MjUw
NEAR ProtocolNEAR,Infra、Layer1,None,https://www.rootdata.com/Projects/detail/NEAR%20Protocol?k=MjUx
FantomFTM,Infra、Layer1,None,https://www.rootdata.com/Projects/detail/Fantom?k=MjUy
THORChainRUNE,Infra、Layer1,None,https://www.rootdata.com/Projects/detail/THORChain?k=MjUz
FlowFLOW,Infra、Layer1,None,https://www.rootdata.com/Projects/detail/Flow?k=MjU0
HarmonyONE,Infra、Layer1,None,https://www.rootdata.com/Projects/detail/Harmony?k=MjU1
ChilizCHZ,Infra、Layer1,None,https://www.rootdata.com/Projects/detail/Chiliz?k=MjU2
Oasis NetworkROSE,Infra、Layer1、Privacy,None,https://www.rootdata.com/Projects/detail/Oasis%20Network?k=MjU3
KavaKAVA,Infra、Layer1,Cosmos,https://www.rootdata.com/Projects/detail/Kava?k=MjU4
RevainREV,Social,None,https://www.rootdata.com/Projects/detail/Revain?k=MjU5
Nervos NetworkCKB,Infra、Layer1、PoW,None,https://www.rootdata.com/Projects/detail/Nervos%20Network?k=MjYw
CasperCSPR,Infra、Layer1,None,https://www.rootdata.com/Projects/detail/Casper?k=MjYx
ConfluxCFX,Infra、Layer1,None,https://www.rootdata.com/Projects/detail/Conflux?k=MjYy
Ultra,Infra、Layer1,None,https://www.rootdata.com/Projects/detail/Ultra?k=MjYz
ChromiaCHR,Infra、Layer1,None,https://www.rootdata.com/Projects/detail/Chromia?k=MjY0
FinschiaFNSA,Infra、Layer1,None,https://www.rootdata.com/Projects/detail/Finschia?k=MjY1
TelosTLOS,Infra、Layer1,None,https://www.rootdata.com/Projects/detail/Telos?k=MjY2
AergoAERGO,Infra、Layer1,None,https://www.rootdata.com/Projects/detail/Aergo?k=MjY3
PhantasmaSOUL,Infra、Layer1,None,https://www.rootdata.com/Projects/detail/Phantasma?k=MjY4
SynternetSYNT,Infra、Layer1,Cosmos,https://www.rootdata.com/Projects/detail/Synternet?k=MjY5
VerusVRSC,Infra、Layer1,None,https://www.rootdata.com/Projects/detail/Verus?k=Mjcw
KardiaChainKAI,Infra、Layer1,None,https://www.rootdata.com/Projects/detail/KardiaChain?k=Mjcx
AgoricBLD,Infra、Layer1,Cosmos,https://www.rootdata.com/Projects/detail/Agoric?k=Mjcy
Distributed Credit ChainDCC,Infra、Layer1,None,https://www.rootdata.com/Projects/detail/Distributed%20Credit%20Chain?k=Mjcz
QuoinblockTBA,Infra、Layer1,None,https://www.rootdata.com/Projects/detail/Quoinblock?k=Mjc0
CortexCTXC,Infra、Layer1、AI,None,https://www.rootdata.com/Projects/detail/Cortex?k=Mjc1
MXCMXC,Infra、Layer1、IOT、DePIN,None,https://www.rootdata.com/Projects/detail/MXC?k=Mjc2
InjectiveINJ,Infra、Layer1、Derivatives,Cosmos,https://www.rootdata.com/Projects/detail/Injective?k=Mjc3
PlatONLAT,Infra、Layer1、Privacy,None,https://www.rootdata.com/Projects/detail/PlatON?k=Mjc4
Aleph ZeroAZERO,Infra、Layer1、Privacy、Polkadot Parachain,None,https://www.rootdata.com/Projects/detail/Aleph%20Zero?k=Mjc5
ConcordiumCCD,Infra、Layer1、Privacy,None,https://www.rootdata.com/Projects/detail/Concordium?k=Mjgw
NYMNYM,Infra、Layer1、Privacy,None,https://www.rootdata.com/Projects/detail/NYM?k=Mjgx
BeldexBDX,Infra、Layer1、Privacy,None,https://www.rootdata.com/Projects/detail/Beldex?k=Mjgy
DuskDUSK,Infra、Layer1、Privacy,None,https://www.rootdata.com/Projects/detail/Dusk?k=Mjgz
Super Zero ProtocolSERO,Infra、Layer1,None,https://www.rootdata.com/Projects/detail/Super%20Zero%20Protocol?k=Mjg0
ViteVITE,Infra、Layer1、DAG,None,https://www.rootdata.com/Projects/detail/Vite?k=Mjg1
CentrifugeCFG,DeFi、Infra、Layer1、Lending、RWA、Polkadot Parachain,"Ethereum, Celo, Polkadot",https://www.rootdata.com/Projects/detail/Centrifuge?k=Mjg2
KILT ProtocolKILT,Infra、Layer1、DID、Polkadot Parachain,Polkadot,https://www.rootdata.com/Projects/detail/KILT%20Protocol?k=Mjg3
LitentryLIT,Infra、Layer1、DID、Polkadot Parachain,Polkadot,https://www.rootdata.com/Projects/detail/Litentry?k=Mjg4
StarcoinSTC,Infra、Layer1、PoW,None,https://www.rootdata.com/Projects/detail/Starcoin?k=Mjg5
Immutable XIMX,NFT、Infra、Layer2,Ethereum,https://www.rootdata.com/Projects/detail/Immutable%20X?k=Mjkw
EPIK PrimeEPIK,NFT、NFT solutions,"Ethereum, BNB Chain",https://www.rootdata.com/Projects/detail/EPIK%20Prime?k=Mjkx
SuperRareRARE,NFT、NFT marketplace,"Bitcoin, Ethereum",https://www.rootdata.com/Projects/detail/SuperRare?k=Mjky
AirWireWIRE,NFT、NFT marketplace,Ethereum,https://www.rootdata.com/Projects/detail/AirWire?k=Mjkz
Mask NetworkMASK,Social,"Ethereum, Polygon, BNB Chain",https://www.rootdata.com/Projects/detail/Mask%20Network?k=Mjk0
RallyRLY,Social、Creator Economy、Socia Token,Ethereum,https://www.rootdata.com/Projects/detail/Rally?k=Mjk1
Deeper NetworkDPR,VPN,None,https://www.rootdata.com/Projects/detail/Deeper%20Network?k=Mjk2
CarryCRE,Tools、Task Platform、Marketing Solutions,None,https://www.rootdata.com/Projects/detail/Carry?k=Mjk3
Phala NetworkPHA,Infra、Dev Platform、DePIN、Cloud Computing、AI,"Ethereum, Polygon, BNB Chain",https://www.rootdata.com/Projects/detail/Phala%20Network?k=Mjk4
Meter.ioMTRG,Infra、SideChain,Ethereum,https://www.rootdata.com/Projects/detail/Meter.io?k=Mjk5
Dev ProtocolDEV,SocialFi,Ethereum,https://www.rootdata.com/Projects/detail/Dev%20Protocol?k=MzAw
SocialGoodSG,E-commerce,Ethereum,https://www.rootdata.com/Projects/detail/SocialGood?k=MzAy
SIX NetworkSIX,Infra,BNB Chain,https://www.rootdata.com/Projects/detail/SIX%20Network?k=MzAz
Bepro NetworkBEPRO,Tools、Task Platform、Dev Platform,"Polygon, Aurora, Moonbeam",https://www.rootdata.com/Projects/detail/Bepro%20Network?k=MzA0
MAP ProtocolMAP,Infra、Cross-Chain Communication,"Ethereum, Polygon, BNB Chain",https://www.rootdata.com/Projects/detail/MAP%20Protocol?k=MzA1
The GraphGRT,Infra、Dev Platform、Blockchain API,"Ethereum, Polygon, BNB Chain",https://www.rootdata.com/Projects/detail/The%20Graph?k=MzA2
CovalentCQT,Infra、Dev Platform、Blockchain API,"Ethereum, Polygon, BNB Chain",https://www.rootdata.com/Projects/detail/Covalent?k=MzA3
ParsiqPRQ,Infra、Dev Platform、Blockchain API,"Ethereum, Polygon, BNB Chain",https://www.rootdata.com/Projects/detail/Parsiq?k=MzA4
FluxFLUX,Infra、Cloud Computing,"Ethereum, Polygon, BNB Chain",https://www.rootdata.com/Projects/detail/Flux?k=MzA5
Celer NetworkCELR,Infra、Cross-chain Bridge、Cross-Chain Communication,"Ethereum, Polygon, BNB Chain",https://www.rootdata.com/Projects/detail/Celer%20Network?k=MzEw
SwingbySWINGBY,Cross-chain Bridge,"Ethereum, BNB Chain, Tron",https://www.rootdata.com/Projects/detail/Swingby?k=MzEx
Ferrum NetworkFRM,Infra、Cross-chain Bridge,"Ethereum, Polygon, BNB Chain",https://www.rootdata.com/Projects/detail/Ferrum%20Network?k=MzEy
Darwinia NetworkRING,Cross-Chain Communication、Polkadot Parachain,Polkadot,https://www.rootdata.com/Projects/detail/Darwinia%20Network?k=MzEz
MiL.kMLK,Loyalty Platform,None,https://www.rootdata.com/Projects/detail/MiL.k?k=MzE1
ElitiumEUM,CeFi、Asset Management（CeFi）,None,https://www.rootdata.com/Projects/detail/Elitium?k=MzE2
DRIFEDRF,Travel applications,None,https://www.rootdata.com/Projects/detail/DRIFE?k=MzE3
TokenPocketTPT,Infra、Wallet,None,https://www.rootdata.com/Projects/detail/TokenPocket?k=MzE4
SafeSafe,Infra、Wallet、Multisig Solution,"Ethereum, Polygon, BNB Chain",https://www.rootdata.com/Projects/detail/Safe?k=MzE5
SafePalSFP,Infra、Wallet、Hardware wallet,None,https://www.rootdata.com/Projects/detail/SafePal?k=MzIw
Napoleon XNPX,AI,BNB Chain,https://www.rootdata.com/Projects/detail/Napoleon%20X?k=MzIx
MixMarvelMIX,Incubator,None,https://www.rootdata.com/Projects/detail/MixMarvel?k=MzIy
HashFutureHSC,Software Development,None,https://www.rootdata.com/Projects/detail/HashFuture?k=MzIz
CobakCBK,Community,None,https://www.rootdata.com/Projects/detail/Cobak?k=MzI0
PIVOTPVT,Tools、Data & Analysis、Market Data,Ethereum,https://www.rootdata.com/Projects/detail/PIVOT?k=MzI1
Contents ProtocolCPT,Data Market,Ethereum,https://www.rootdata.com/Projects/detail/Contents%20Protocol?k=MzI2
BeamBEAM,Digital Currency,None,https://www.rootdata.com/Projects/detail/Beam?k=MzI3
Bitcoin SVBSV,Digital Currency、PoW,None,https://www.rootdata.com/Projects/detail/Bitcoin%20SV?k=MzI4
Pi NetworkPi,Mobile Mining、Digital Currency,None,https://www.rootdata.com/Projects/detail/Pi%20Network?k=MzI5
DADDAD,Marketing Solutions,None,https://www.rootdata.com/Projects/detail/DAD?k=MzMw
MerculetMVP,Marketing Solutions,None,https://www.rootdata.com/Projects/detail/Merculet?k=MzMx
Axie InfinityAXS,Gaming,Ethereum,https://www.rootdata.com/Projects/detail/Axie%20Infinity?k=MzMy
HashWorldHSC,Gaming,Ethereum,https://www.rootdata.com/Projects/detail/HashWorld?k=MzMz
MegaCryptoPolisMEGA,Gaming,"Ethereum, Tron",https://www.rootdata.com/Projects/detail/MegaCryptoPolis?k=MzM0
SplinterlandsSPS,Gaming,Hive,https://www.rootdata.com/Projects/detail/Splinterlands?k=MzM1
BORABORA,Game Platforms,Klaytn,https://www.rootdata.com/Projects/detail/BORA?k=MzM2
PlayMiningDEP,Game Platforms,None,https://www.rootdata.com/Projects/detail/PlayMining?k=MzM3
UMAUMA,Infra、Oracle,Ethereum,https://www.rootdata.com/Projects/detail/UMA?k=MzM4
MosslandMOC,Metaverse,None,https://www.rootdata.com/Projects/detail/Mossland?k=MzM5
RFOXRFOX,Metaverse,None,https://www.rootdata.com/Projects/detail/RFOX?k=MzQw
OliveXDOSE,Sports Fitness,None,https://www.rootdata.com/Projects/detail/OliveX?k=MzQx
BitCannaBCNA,Infra、Layer1,Cosmos,https://www.rootdata.com/Projects/detail/BitCanna?k=MTAwNg%3D%3D
TerraLUNA,Infra、Layer1,Cosmos,https://www.rootdata.com/Projects/detail/Terra?k=MTE5Mg%3D%3D
Ethereum Name ServiceENS,Infra、DID、Name Service,Ethereum,https://www.rootdata.com/Projects/detail/Ethereum%20Name%20Service?k=MTIyNA%3D%3D
ChiaXCH,Digital Currency,None,https://www.rootdata.com/Projects/detail/Chia?k=MTIyNg%3D%3D
SKALESKL,Infra、Modular,Ethereum,https://www.rootdata.com/Projects/detail/SKALE?k=MTIzMw%3D%3D
FIOFIO,Infra、Layer1,None,https://www.rootdata.com/Projects/detail/FIO?k=MTM4Ng%3D%3D
OptimismOP,Infra、Layer2,Ethereum,https://www.rootdata.com/Projects/detail/Optimism?k=MTQwNQ%3D%3D
Unlock ProtocolUDT,Creator Economy、Access Controls,"Ethereum, Polygon, BNB Chain",https://www.rootdata.com/Projects/detail/Unlock%20Protocol?k=MTQxNQ%3D%3D
Gnosis ChainGNO,Infra、SideChain,Ethereum,https://www.rootdata.com/Projects/detail/Gnosis%20Chain?k=MTQzNA%3D%3D
DIADIA,Infra、Oracle,"Ethereum, Polygon, BNB Chain",https://www.rootdata.com/Projects/detail/DIA?k=MTQ0OA%3D%3D
HyperionHYN,DePIN,None,https://www.rootdata.com/Projects/detail/Hyperion?k=MTQ1OA%3D%3D
Bitget WalletBWB,Infra、Wallet,None,https://www.rootdata.com/Projects/detail/Bitget%20Wallet?k=MTQ2Mg%3D%3D
ARPAARPA,Infra,None,https://www.rootdata.com/Projects/detail/ARPA?k=MTQ3NQ%3D%3D
OxenOXEN,Privacy,None,https://www.rootdata.com/Projects/detail/Oxen?k=MTQ3Ng%3D%3D
Band ProtocolBAND,Infra、Oracle,"Ethereum, BNB Chain, Avalanche",https://www.rootdata.com/Projects/detail/Band%20Protocol?k=MTUxOQ%3D%3D
Voxels,Metaverse,Ethereum,https://www.rootdata.com/Projects/detail/Voxels?k=MTU4OA%3D%3D
Polymarket,Prediction market,Polygon,https://www.rootdata.com/Projects/detail/Polymarket?k=MTYwNQ%3D%3D
SX.BetSX,Prediction market,SX Network,https://www.rootdata.com/Projects/detail/SX.Bet?k=MTYwOA%3D%3D
Sorare,Gaming、Ball Games,StarkEx,https://www.rootdata.com/Projects/detail/Sorare?k=MTY2OA%3D%3D
ZED RUNZED,Gaming、Horse Racing Games,Polygon,https://www.rootdata.com/Projects/detail/ZED%20RUN?k=MTY5NA%3D%3D
Skyweaver,Gaming、Card Games,Polygon,https://www.rootdata.com/Projects/detail/Skyweaver?k=MTcwMg%3D%3D
My Crypto HeroesMCHC,Gaming,"Ethereum, Polygon",https://www.rootdata.com/Projects/detail/My%20Crypto%20Heroes?k=MTczMw%3D%3D
Fomo3D,Gaming,"Ethereum, Tron",https://www.rootdata.com/Projects/detail/Fomo3D?k=MTczNg%3D%3D
UplandUPX,Gaming,EOS,https://www.rootdata.com/Projects/detail/Upland?k=MTc0NQ%3D%3D
CryptoMotors,Gaming,Ethereum,https://www.rootdata.com/Projects/detail/CryptoMotors?k=MTc1Ng%3D%3D
HyperDragons,Gaming,"Ethereum, Ontology",https://www.rootdata.com/Projects/detail/HyperDragons?k=MTc2NQ%3D%3D
MakersPlace,NFT、Digital Art,Ethereum,https://www.rootdata.com/Projects/detail/MakersPlace?k=MTgzNA%3D%3D
Nimi,Social、Profiles、ENS Ecosystem,Ethereum,https://www.rootdata.com/Projects/detail/Nimi?k=MTg1OA%3D%3D
Thesis,Software Development,None,https://www.rootdata.com/Projects/detail/Thesis?k=MTg5MQ%3D%3D
Concourse,Software Development,None,https://www.rootdata.com/Projects/detail/Concourse?k=MTg5Mg%3D%3D
MathWalletMATH,Infra、Wallet,None,https://www.rootdata.com/Projects/detail/MathWallet?k=MTkyOA%3D%3D
iToken,Infra、Wallet,None,https://www.rootdata.com/Projects/detail/iToken?k=MTkzNg%3D%3D
Zelcore,Infra、Wallet,None,https://www.rootdata.com/Projects/detail/Zelcore?k=MTk1Mw%3D%3D
Gains AssociatesGAINS,Launchpad,"Ethereum, BNB Chain",https://www.rootdata.com/Projects/detail/Gains%20Associates?k=MTk4MQ%3D%3D
Parallel Markets,Infra、On-Chain Compliance Solutions,None,https://www.rootdata.com/Projects/detail/Parallel%20Markets?k=MjAwOA%3D%3D
Zondax,Technology Solutions,None,https://www.rootdata.com/Projects/detail/Zondax?k=MjA0NA%3D%3D
OortOORT,Infra、Cloud Computing,None,https://www.rootdata.com/Projects/detail/Oort?k=MjA0OA%3D%3D
SEDAFLX,Infra、Oracle,"Polygon, BNB Chain, Solana",https://www.rootdata.com/Projects/detail/SEDA?k=MjA2OA%3D%3D
OP Games,Infra、Gaming Solutions,"Ethereum, Near",https://www.rootdata.com/Projects/detail/OP%20Games?k=MjExOQ%3D%3D
EvryNetEVRY,Infra、Dev Platform,None,https://www.rootdata.com/Projects/detail/EvryNet?k=MjEyOA%3D%3D
Fleek,Infra、Dev Platform,"Ethereum, Internet Computer",https://www.rootdata.com/Projects/detail/Fleek?k=MjEzNQ%3D%3D
Gauntlet,Infra、Dev Platform,None,https://www.rootdata.com/Projects/detail/Gauntlet?k=MjEzNg%3D%3D
Kaleido,Infra,Ethereum,https://www.rootdata.com/Projects/detail/Kaleido?k=MjE1Mg%3D%3D
Oxio,Infra,None,https://www.rootdata.com/Projects/detail/Oxio?k=MjE1NA%3D%3D
Dappnode,Infra,Ethereum,https://www.rootdata.com/Projects/detail/Dappnode?k=MjE1Nw%3D%3D
ByteTrade,Infra,None,https://www.rootdata.com/Projects/detail/ByteTrade?k=MjE2MQ%3D%3D
Predomain,Tools、ENS Ecosystem,Ethereum,https://www.rootdata.com/Projects/detail/Predomain?k=MjE5OQ%3D%3D
Debank,Tools、Data & Analysis、Asset Dashboards、Layer3,"Ethereum, Polygon, BNB Chain",https://www.rootdata.com/Projects/detail/Debank?k=MjIxMg%3D%3D
Dune,Tools、Data & Analysis,"Bitcoin, Ethereum, Polygon",https://www.rootdata.com/Projects/detail/Dune?k=MjIyMQ%3D%3D
Steemhunt,Tools、Data & Analysis,None,https://www.rootdata.com/Projects/detail/Steemhunt?k=MjIzMg%3D%3D
IntoTheBlock,Tools、Data & Analysis,None,https://www.rootdata.com/Projects/detail/IntoTheBlock?k=MjIzNQ%3D%3D
Tokenview,Tools、Blockchain explorer、Data & Analysis,None,https://www.rootdata.com/Projects/detail/Tokenview?k=MjI0MQ%3D%3D
Kukai,Tools、Wallet,Tezos,https://www.rootdata.com/Projects/detail/Kukai?k=MjI0NA%3D%3D
Edge,Marketing Solutions,Polygon,https://www.rootdata.com/Projects/detail/Edge?k=MjMwNQ%3D%3D
Web3Auth,Infra、Wallet,None,https://www.rootdata.com/Projects/detail/Web3Auth?k=MjMyMg%3D%3D
Unstoppable Domains,Infra、DID、Name Service,"Ethereum, Polygon, BNB Chain",https://www.rootdata.com/Projects/detail/Unstoppable%20Domains?k=MjM0MA%3D%3D
Mythical GamesMYTH,Gaming、Studio,None,https://www.rootdata.com/Projects/detail/Mythical%20Games?k=MjM0Ng%3D%3D
Ceramic Network,Infra、Storage Network,None,https://www.rootdata.com/Projects/detail/Ceramic%20Network?k=MjM5MQ%3D%3D
TapMyDataTAP,Social,Polygon,https://www.rootdata.com/Projects/detail/TapMyData?k=MjM5OQ%3D%3D
ZignalyZIG,SocialFi、Socia Trading,"Ethereum, Polygon, BNB Chain",https://www.rootdata.com/Projects/detail/Zignaly?k=MjQxNw%3D%3D
Gaudiy,Creator Economy,None,https://www.rootdata.com/Projects/detail/Gaudiy?k=MjQzNA%3D%3D
DLive,Creator Economy、Streaming Media,None,https://www.rootdata.com/Projects/detail/DLive?k=MjQ0OQ%3D%3D
ChingariGARI,Social、Entertainment,Aptos,https://www.rootdata.com/Projects/detail/Chingari?k=MjQ2OA%3D%3D
CurioInvest,DeFi、RWA,SKALE,https://www.rootdata.com/Projects/detail/CurioInvest?k=MjQ3NA%3D%3D
KnownOrigin,NFT、NFT marketplace、Digital Art,Ethereum,https://www.rootdata.com/Projects/detail/KnownOrigin?k=MjU0OA%3D%3D
Mintable,NFT、NFT marketplace,"Ethereum, Immutable X",https://www.rootdata.com/Projects/detail/Mintable?k=MjU2OA%3D%3D
BCA Labs,NFT、NFT solutions,None,https://www.rootdata.com/Projects/detail/BCA%20Labs?k=MjYzNg%3D%3D
Pinata,NFT、NFT solutions,None,https://www.rootdata.com/Projects/detail/Pinata?k=MjYzNw%3D%3D
Aztec Network,Infra、Layer2、zk、Privacy,Ethereum,https://www.rootdata.com/Projects/detail/Aztec%20Network?k=MjczNQ%3D%3D
StarkWare,Infra、Layer2,Ethereum,https://www.rootdata.com/Projects/detail/StarkWare?k=MjczNw%3D%3D
Arbitrum / Offchain LabsARB,Infra、Layer2,Ethereum,https://www.rootdata.com/Projects/detail/Arbitrum%20-%20Offchain%20Labs?k=MjczOA%3D%3D
JoystreamJOY,Infra、Layer1、Creator Economy,Polkadot,https://www.rootdata.com/Projects/detail/Joystream?k=Mjc3MA%3D%3D
AliceNetALCA,Infra、Layer2,None,https://www.rootdata.com/Projects/detail/AliceNet?k=Mjc5Mw%3D%3D
Molecule,DeSci,None,https://www.rootdata.com/Projects/detail/Molecule?k=MjgzOQ%3D%3D
bloXroute,DeFi、MEV,"Ethereum, Polygon, BNB Chain",https://www.rootdata.com/Projects/detail/bloXroute?k=Mjg1Mg%3D%3D
Slingshot,DeFi、DEX、DEX Aggregator,"Polygon, BNB Chain, Arbitrum",https://www.rootdata.com/Projects/detail/Slingshot?k=Mjg3MQ%3D%3D
Portal,DeFi、DEX,Bitcoin,https://www.rootdata.com/Projects/detail/Portal?k=MjkyMA%3D%3D
DEx.top,DeFi、DEX,Ethereum,https://www.rootdata.com/Projects/detail/DEx.top?k=MjkyNA%3D%3D
XLD Finance,DeFi、Stablecoin Protocol,"Ethereum, Polygon, BNB Chain",https://www.rootdata.com/Projects/detail/XLD%20Finance?k=MzA0Ng%3D%3D
Hashstack,DeFi、Lending,StarkNet,https://www.rootdata.com/Projects/detail/Hashstack?k=MzA5Ng%3D%3D
SourceCred,DAO Solutions,None,https://www.rootdata.com/Projects/detail/SourceCred?k=MzE4NQ%3D%3D
Collab.LandCOLLAB,Social、Community Platform,None,https://www.rootdata.com/Projects/detail/Collab.Land?k=MzE4Nw%3D%3D
Common,DAO Solutions,"Ethereum, Solana, Arbitrum",https://www.rootdata.com/Projects/detail/Common?k=MzI1MA%3D%3D
Fairmint,Tools,Ethereum,https://www.rootdata.com/Projects/detail/Fairmint?k=MzI3Mw%3D%3D
Chorus One,Node Validators,None,https://www.rootdata.com/Projects/detail/Chorus%20One?k=MzI3NA%3D%3D
Moon,Payments,None,https://www.rootdata.com/Projects/detail/Moon?k=MzI3OQ%3D%3D
Silent NotaryUBSN,Technology Solutions,None,https://www.rootdata.com/Projects/detail/Silent%20Notary?k=MzI4MQ%3D%3D
Kiln,LSD、Staking Services、Node Validators,None,https://www.rootdata.com/Projects/detail/Kiln?k=MzI4Mg%3D%3D
Everstake,Staking Services,None,https://www.rootdata.com/Projects/detail/Everstake?k=MzI4Mw%3D%3D
HydroGTH,Marketing Solutions,None,https://www.rootdata.com/Projects/detail/Hydro?k=MzI4Ng%3D%3D
PANONY,Crypto Marketing、Crypto Consulting,None,https://www.rootdata.com/Projects/detail/PANONY?k=MzI5Ng%3D%3D
Clearblock,Crypto Consulting,None,https://www.rootdata.com/Projects/detail/Clearblock?k=MzMwNA%3D%3D
Standard & Consensus,Research Organization,None,https://www.rootdata.com/Projects/detail/Standard%20%26%20Consensus?k=MzMyOQ%3D%3D
EthHub,Crypto Education,None,https://www.rootdata.com/Projects/detail/EthHub?k=MzMzOQ%3D%3D
Coinmonks,Crypto Education,None,https://www.rootdata.com/Projects/detail/Coinmonks?k=MzM0NQ%3D%3D
Dapp.comDAPPT,App Store,None,https://www.rootdata.com/Projects/detail/Dapp.com?k=MzM1NA%3D%3D
skew,Data & Analysis,None,https://www.rootdata.com/Projects/detail/skew?k=MzM1Ng%3D%3D
Xangle,Market Data,None,https://www.rootdata.com/Projects/detail/Xangle?k=MzM2MA%3D%3D
ICO Analytics,Data & Analysis,None,https://www.rootdata.com/Projects/detail/ICO%20Analytics?k=MzM2Nw%3D%3D
Tradelize,Social、Socia Trading,None,https://www.rootdata.com/Projects/detail/Tradelize?k=MzM3Nw%3D%3D
Dapper Labs,NFT、Studio,None,https://www.rootdata.com/Projects/detail/Dapper%20Labs?k=MzQwMQ%3D%3D
Xord,Software Development,None,https://www.rootdata.com/Projects/detail/Xord?k=MzQxNg%3D%3D
Prysmatic Labs,Software Development,None,https://www.rootdata.com/Projects/detail/Prysmatic%20Labs?k=MzQxOA%3D%3D
Hiro,Bitcoin Ecosystem,None,https://www.rootdata.com/Projects/detail/Hiro?k=MzQyMA%3D%3D
NGRAVE,Infra、Wallet、Hardware wallet,None,https://www.rootdata.com/Projects/detail/NGRAVE?k=MzQyMw%3D%3D
ZenGo,Infra、Wallet、MPC Wallet,None,https://www.rootdata.com/Projects/detail/ZenGo?k=MzQyOQ%3D%3D
Decrypt,Crypto Media,None,https://www.rootdata.com/Projects/detail/Decrypt?k=MzQ1Mw%3D%3D
Blockworks,Crypto Media,None,https://www.rootdata.com/Projects/detail/Blockworks?k=MzQ1NQ%3D%3D
The Block,Crypto Media,None,https://www.rootdata.com/Projects/detail/The%20Block?k=MzQ1Nw%3D%3D
MarsBit News,Crypto Media,None,https://www.rootdata.com/Projects/detail/MarsBit%20News?k=MzQ2MQ%3D%3D
PANews,Crypto Media,None,https://www.rootdata.com/Projects/detail/PANews?k=MzQ2Mw%3D%3D
BlockBeats,Crypto Media,None,https://www.rootdata.com/Projects/detail/BlockBeats?k=MzQ2NA%3D%3D
ChainCatcher,Crypto Media,None,https://www.rootdata.com/Projects/detail/ChainCatcher?k=MzQ2NQ%3D%3D
